IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;16>31>14>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
31729-4448;20120101;SUCESSO;1;;1;1;14;3;;1;1;;;;5;2;1;;;;;;;1;;;2;;;;;;2;1;1;1;;;;2;;;;;;;;;7;;;;1;;;;1;;;;;;;;1;;;;;;;;;;;;;;1;;16;2;1;1;1;;;;;;;;;;;;6;2;;;;;;29;;;;;;6;;;;2;;;;;;;;;;;;;7;;;6;;3;2;2;2;6;1;;;;;3;1;;2;1;;2;1;2;;;;1;;;1;2;;;;;;;;;;;;;4;;;;;;;166
31733-6030;20130101;insucesso;;;;;13;1;;;;;;;3;;2;;;;;;;;;;2;;1;;;;;;;;1;1;;3;;;;1;1;;;;;;;;;;;;;;;;;;;;7;3;;;;;;;;;;;;;;;6;;;;3;2;;;;;;;;;;;;;;1;1;;;10;;;;;;2;;;;;;;;;;;;;;;;;2;;;1;;;;;;4;;;;;;;;;;;;;;;;;;;;;;3;2;;;;1;;;;;3;;;7;1;;;1;1;1;91
31743-5061;20120201;insucesso;3;1;3;3;17;;;;3;;;;1;;1;;;;;;;;;;3;;2;;;;;;;;;;;;;;;1;1;;;;15;1;1;1;;;;;2;1;1;1;;;;;4;;;;;1;;1;;;;;;;1;;6;1;;;3;;;;;;;;;2;;;1;;;;;;;21;1;1;3;;2;9;;2;1;;;;;;;;;1;1;1;;;3;;;3;;1;;;;3;;;;;;1;;;;;;;;;;;;3;1;1;3;3;;;;2;1;;;6;3;38;20;10;5;;3;;;;;235
31743-6030;20130101;SUCESSO;2;;2;2;9;;;;2;;;;4;;2;;1;1;;;1;1;;;;;;;;;;;;;;;;;;;;1;1;;;;3;2;2;2;2;;1;;;;;;;1;;;2;;;;;1;;1;1;;;;;;;;4;1;1;;2;;;1;1;1;;;;1;;;1;1;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;2;1;;;;;;;;;3;;;2;;;;;;;75
31747-5061;20120201;insucesso;1;1;;;16;;;;4;;;;;;;;;;;;;;;;6;;4;1;;;1;;;;;;;;;;;;;;;;11;;;;2;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;15;;2;1;;;9;2;1;;4;;3;2;1;1;2;;3;;;;;4;;3;;;;;;;2;;;;;;2;;;2;;;2;;2;2;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;120
31747-5799;20130101;SUCESSO;1;;1;1;10;1;;1;;;3;;1;;;;;;;;;1;;;4;;1;;;;1;1;1;1;;;;;;;;;;;;;3;1;1;1;;;;;2;;;;;3;;;1;;;;;;;;;;;;;;1;;2;;;;1;;;;;;;;;1;1;;1;;;;;;;9;;1;1;;;4;;1;;2;1;1;;;;1;;1;;;;;3;;2;2;;2;2;2;1;2;;;;;;2;;;2;;;2;;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;95
31755-4917;20120201;insucesso;;;;;15;;;;;;;;2;1;1;;;;;;;;;;6;;2;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;3;1;;;1;;;;;;2;2;;;;;7;3;2;1;3;1;;;;;1;1;;;;;;;;;;;;13;;;1;;1;4;;1;1;1;;;;;;;;;;;;;2;;;2;;2;2;1;;8;1;;;;;6;;;3;;;1;;;;;;;;;;;;;;;;;;1;1;;;;1;;1;1;;;;113
31755-7114;20130202;insucesso;;;;;13;1;;;;;;;2;;1;;;;;;;;;;4;;;;;;1;1;1;;;;;1;;;;;;;;;1;;;;1;;1;;;;;;1;;;;2;;;;;1;;;;;;;;;;1;4;;;;2;;;1;;;;;;1;;;1;;;;;;;18;;;;;;1;;;;;;;;;;;;;;;;;4;;;4;1;3;3;1;1;6;4;4;;;;3;2;2;3;2;;1;;1;;;;;;;;1;;1;;;1;;;3;3;;;;2;;2;2;;;;121
31759-4114;20120101;insucesso;1;;1;1;11;3;;1;1;;;;;;;;;;;;;;;;3;;1;;;;;;;;1;;;;;;;;;;;;3;1;1;1;1;1;1;;;;;;2;;;;3;1;;;1;1;;1;1;;;;;;;;3;;;;1;;;1;1;1;;;;1;;;;;2;;;;;23;1;;1;;;7;;;;1;;1;;;;;;1;;;;;3;;;3;;1;;;;3;;;;;;1;;;;;;;;;;;;1;;;1;3;;2;;;;;;;;;;;1;;;;;;;107
31759-4917;20120201;SUCESSO;1;1;;;13;;;;;;;;2;;1;;;;;;;;;;3;;;;;;;;;;;2;1;;;;;;;;;;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;6;1;;;1;;;;;;;;;1;;;1;;;;;;;15;;;;;;2;;;;;;;;;;;;;;;;;2;;1;1;1;;;;;2;1;1;;;;;;;;;;;;;;;;1;1;1;;1;;;;;3;1;2;;;;;;;;;;;;;73
31784-4448;20120101;SUCESSO;1;1;;;22;2;;;4;;;;1;;1;;;;;;;;;;7;;1;;;;2;1;;;;;;3;1;1;;;;;;;7;;;;2;;2;;;;;;2;;;;1;;;;;;;;;;;;;;;;5;1;;;1;;;;;;;;;1;;;1;;2;;;;;27;1;;1;;;2;;;;;;;;;;;;;;;;;4;;;4;;1;;;;17;1;;;;;3;;;1;;;;;;;;;1;1;1;;2;;2;;;;;;1;1;1;;;4;2;1;1;;;;153
31805-5489;20120202;insucesso;1;1;;;22;6;1;4;3;;;;1;;;;;;;;;;;;11;;6;6;4;2;2;;;;;;;3;;;;1;1;;;;4;;;;2;2;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;4;3;;1;;;;;;;;;;1;;;;;1;;;;;25;;1;3;2;;10;1;3;;7;;5;4;3;3;;;3;2;1;1;;4;1;2;2;1;1;1;1;1;2;2;;;1;;1;1;;1;1;;1;1;1;1;;;1;1;1;;1;;;;;;;;;;10;4;;4;;;;2;;;222
31805-6030;20130101;insucesso;1;1;;;22;2;1;;2;1;2;2;2;1;1;;;;;;;;;;8;1;4;3;1;;3;2;1;;;1;;2;;;;;;;;;10;;;;3;;1;1;2;1;1;1;;6;;5;1;;;;;;;;;;1;1;;;;;8;5;2;2;1;;;;;;1;1;;1;;;;;;;;;;17;2;1;7;4;;8;;5;;7;;4;2;2;1;2;2;3;3;2;2;;6;2;1;5;;4;4;4;3;7;3;;;2;;5;3;;5;3;;4;3;3;1;1;1;1;1;1;;;;;;;1;;;;;14;2;1;3;;;;3;;;290
31805-6895;20130201;SUCESSO;1;;1;1;11;2;;1;2;1;;;1;;1;;;;;;;;;;6;;3;3;2;1;1;;;;;;;3;;;;;;;;;4;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;4;2;;1;2;;;;;;;;;;;;;;;;;;;9;;;1;;;4;;1;;3;1;3;2;1;;2;2;3;3;1;;;3;;;3;;1;1;1;1;3;1;;;1;;1;1;;1;1;;1;1;1;;;;1;;;1;;;;;;;;;;;7;3;1;4;1;;;2;;;137
31806-4114;20120101;insucesso;1;;1;1;26;2;2;1;2;1;2;;;;;;;;;;;;2;1;7;;2;;;;;;;;;;;1;;;3;1;1;;;;8;1;1;1;2;;;;1;;;;3;2;2;;2;;;;;;;;;;;;;;;1;3;;;;1;;;;;;;;;;;;;;2;3;1;2;;23;;1;;;;5;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;4;;3;;;2;;1;1;1;3;;;4;;;;1;3;3;152
31806-5490;20120202;SUCESSO;1;1;;;18;2;;;4;1;1;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;7;;;;3;;1;;;1;1;1;;1;;;1;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;10;;;1;;1;1;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;;;;;;;;1;1;;;;1;;1;1;;;;76
31810-4917;20120201;insucesso;1;;1;;5;1;;;;;2;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2;1;1;;;;;;1;;;;;4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;28
31810-6400;20130102;insucesso;1;;;;12;1;;;;;4;2;;;;;;;;;;;;;3;;2;;;;;;;;;;;2;;;1;;;;;;3;;;;;;;;2;1;1;;;5;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;3;;;;;1;;62
31816-5384;20120202;SUCESSO;1;;1;;55;8;;3;6;1;2;;7;1;3;1;1;;;;2;1;;;17;2;8;3;1;1;2;2;1;1;;2;2;;;;;3;3;;;;11;;;;2;;;;;;;;;6;;;9;4;;;2;2;1;;;;;;;;3;;21;7;2;3;9;3;;2;;;;;;2;1;;2;1;;7;;;;40;3;2;9;;3;25;;6;;16;5;7;3;2;;2;1;4;3;2;;;8;;;6;2;5;4;4;3;8;4;;;2;2;7;3;;5;2;;5;2;3;;2;;1;;;;;;;;;2;;2;5;4;15;3;;10;1;3;2;1;7;;507
31836-6401;20130102;insucesso;1;;1;1;52;7;2;1;11;4;3;1;17;1;14;;4;;;;1;;1;1;14;;5;2;1;;1;1;1;;1;;;3;3;;;;;;;;19;;;;4;;1;2;1;;;;1;6;3;2;31;8;;;1;7;;1;1;;11;11;;2;;3;29;2;;;26;6;;5;1;1;9;9;;3;3;1;1;1;;4;1;3;2;30;3;3;1;;1;7;2;;;2;;1;;;;;;;;;;;2;;;1;1;1;;;;6;1;;;1;;1;;;;;;;;;;1;1;1;;;1;5;1;1;;;;;;5;5;;;;5;;5;5;;2;1;480
31863-4448;20120101;SUCESSO;4;;3;3;45;;;;5;;;;3;;3;;1;1;1;1;;;;;11;1;3;;;;1;1;1;1;;;;1;;;;1;;;1;1;13;2;2;1;3;;;;;;;;1;;;;10;1;;;1;4;;1;1;;3;3;1;;;2;14;5;;2;7;1;;3;1;1;2;2;;1;;;1;;1;;;;;28;1;;4;;1;9;;3;;1;1;1;1;1;;1;1;1;1;;;;4;;;4;;1;1;;;8;2;1;;1;1;2;2;1;2;2;1;;;;;;;4;1;;3;4;1;;;;;;;1;;3;;;3;;1;;1;;;293
31952-5490;20120202;SUCESSO;1;1;;;14;1;;;1;;;;;;;;;;;;;;;;5;;2;2;1;;2;2;1;1;;;;;;;;;;;;;2;;;;;;;;;1;1;1;;;;;4;1;;;1;1;;1;1;1;;;;;;1;2;;;;2;;;1;1;1;;;;;;;;;;;;;;25;;;;;;4;;;;3;;1;1;;;;;;;;;;3;;;3;;1;1;1;1;13;1;;;1;1;3;1;;1;1;;1;1;1;;;;1;1;1;;1;;;1;;;;;;;;;;;;;;;;;131
32015-4917;20120201;SUCESSO;1;1;;;21;1;;1;2;;;;2;;1;;;;1;1;;;;;5;1;1;;;;;;;;;;;;;;;1;1;;;;4;;;;3;;1;;1;1;1;1;;;;;1;;;;;;;;;;1;1;1;;;;3;1;1;;1;;;;;;1;1;1;;;;;;;;;;;20;;1;1;;;4;;;;;;;;;;;;1;1;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;100
32030-5061;20120201;insucesso;1;;1;1;54;3;;1;1;;1;;8;1;4;;1;;;;;;;;9;1;3;2;1;1;3;3;3;;5;;;1;;;;3;2;1;1;1;13;1;1;1;1;;1;;1;;;;;1;;;9;5;;;2;2;;2;1;;;;;;1;1;16;6;1;3;6;2;;2;2;1;;;;2;;;1;1;1;;;;;39;2;1;2;1;1;14;1;1;;7;;3;2;1;1;;;2;1;;;;13;1;1;9;2;3;2;1;1;21;5;;;3;;4;4;;3;3;;1;1;1;1;1;1;1;;;1;9;4;;;;;;;;;17;3;2;5;2;;;1;;;410
32030-6400;20130102;insucesso;1;1;;;34;1;;1;3;;;;2;;;;;;;;1;;;;5;;1;1;1;;2;2;;;3;;;1;;;;1;;;1;1;4;;;;;;;;2;1;1;1;;;;;6;1;;;;;;;;;;;;;1;;4;;;;3;;;;;;;;;1;1;;;;1;;;;;23;1;;1;;1;7;;;;1;;1;1;1;1;;;;;;;;7;;1;6;1;2;;;;17;2;2;1;;;3;;;;;;;;;;;;1;1;1;;7;2;;1;;;;;;;2;1;1;2;1;;;;;;190
32030-7297;20130202;insucesso;2;;2;2;16;;;;;;;;1;;;;;;;;1;;;;6;;;;;;;;;;;;;;;;;2;2;2;;;5;1;1;1;2;1;1;;;;;;;;;;4;2;;;1;2;;;;;;;;;;;8;2;1;;4;1;;2;;;;;;1;;;;;;;;;;17;;2;;;;2;;;;1;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;1;1;;;;;;107
32035-4114;20120101;insucesso;1;;1;;27;3;;;1;;;;2;1;;;;;;;;;;;7;;3;2;2;;;;;;;2;;1;;;3;;;;;;3;1;1;;1;1;;;1;;;;5;;;;2;1;;;1;;;;;;1;;;;;;4;2;1;;2;1;;;;;1;;;;;;;;2;;;;;17;2;1;2;1;1;10;1;2;1;4;;2;1;1;1;2;1;2;1;1;;1;2;1;;1;;1;;;;1;1;;;;;1;1;;;;;;;;;;;1;;;;6;4;3;;3;5;4;;;;26;9;5;4;;;;2;5;1;229
32035-5384;20120202;insucesso;1;;1;1;15;1;;;4;;;;1;;1;;;;;;;;;;2;;2;2;2;;;;;;;;;3;;;;;;;;;6;1;1;1;1;;1;;;;;;;1;;;2;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;2;;;;2;;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1;1;;;;;;;;;;16;6;1;4;;;;2;;;101
32035-5799;20130101;insucesso;1;;1;1;19;1;;;1;;;;;;;;;;;;;;;;6;;4;4;3;;;;;;1;;;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;;;;;4;;;;4;;3;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;25;5;1;2;;;;2;;;110
32035-7114;20130202;insucesso;1;;;;15;4;1;1;;;5;3;2;;1;;;;;;;;;;3;;2;1;;;;;;;;;;2;;;;1;1;1;;;6;;;;1;;1;;;;;;;7;2;3;1;1;;;;;;;;;;;;;;;3;1;;;1;1;;;;;;;;;;;;;;;;;;8;;2;;;;3;1;;;1;;;;;;1;1;1;1;;;;1;;;1;1;;;;;1;1;1;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;1;1;1;1;;3;;1;1;1;1;1;112
32508-4448;20120101;SUCESSO;1;;1;;31;2;;;5;1;1;;1;1;;;;;;;;;;;6;;1;1;1;1;4;4;2;1;;;;3;;;;1;1;;;;8;1;1;;1;;;;;;;;2;1;;;2;1;;;;1;1;1;;;;;;;;;6;2;;1;1;;;;;;;;;;;;;;3;1;;;;18;1;1;;;;3;;;;2;;2;1;1;;;;1;1;;;;8;;;6;1;3;2;1;1;22;1;;;1;1;6;;;3;;;2;;1;;;;1;;;;5;;2;;;;;;1;1;7;2;2;3;1;1;1;;1;;222
32879-5489;20120202;SUCESSO;1;;1;1;9;;;;2;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;1;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;24;1;;;;;4;;;;;;;;;;;;1;1;;;;2;;1;2;;;;;;12;;;;;;1;;;1;;;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;83
32892-5490;20120202;insucesso;1;;1;1;15;;;;1;;;;2;;1;;;;;;;;;;4;1;;;;;;;;;;;;;;;;8;7;;3;3;1;1;1;1;;;1;;;;;;;;;;25;;;;;12;;1;;;2;1;;;2;;26;1;;1;13;;;6;1;;2;1;;1;;;1;1;2;;;;;24;;;3;;1;1;;1;;;;;;;;;;;;;;;6;1;;3;;;;;;8;;;;;;2;;;;;;;;;;;;1;;;1;2;;;2;;;;;;;;;;1;;;;;;;209
32895-6030;20130101;insucesso;2;2;;;65;6;;4;8;3;;;5;;4;;;;;;;;4;3;23;1;6;3;;;5;5;4;;4;;;2;1;;6;2;2;1;1;1;14;;;;7;2;2;1;;1;1;1;;1;;1;12;7;;;1;;;;;;1;;;2;1;;12;4;2;1;8;5;;;;;1;;;;;;;;;8;5;3;3;38;3;1;3;2;1;14;1;2;1;9;;4;2;1;1;1;1;2;2;2;2;;9;1;;7;1;7;6;4;3;11;5;3;1;2;;7;4;;6;4;;4;2;3;;;;2;2;2;;7;4;;;;;;;4;2;19;4;2;12;2;4;2;1;8;5;545
32895-6590;20130201;SUCESSO;;;;;60;2;;;7;6;;;18;3;12;7;;;3;2;1;;;;15;1;3;1;1;1;;;;;;;;1;;;;2;2;;2;2;8;;;;6;;;;;;;;;;;;25;10;4;4;2;2;;;;;3;2;;;;;29;5;;1;20;8;4;1;;;3;2;;1;1;;;;1;3;;;;27;;1;2;;1;8;;;;3;;3;1;1;;1;;3;1;1;;;4;;1;2;;2;2;1;;2;1;1;;;;2;1;1;2;1;1;1;1;;;;;;;;;3;2;;;;;;;;;11;1;;2;1;;;;;;396
33161-5061;20120201;SUCESSO;1;;1;1;14;;;;3;;6;;1;;1;;1;1;;;;;;;2;;;;;;;;;;;;;;;;;1;1;;;;7;1;1;1;2;;3;;;;;;;7;;;3;;;;;1;;1;;;;;;;;2;4;1;;;1;;;1;1;;;;;;;;;;;;;;;7;;;1;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;1;1;;;;;1;1;;;;;;;;;;;1;;;1;2;;;;;;;;;;;;;1;;;;;;;91
33169-6402;20130102;SUCESSO;2;;1;1;19;1;;1;1;;;;1;;1;1;;;;;;;;;8;;2;;;;;;;;1;;;1;;;;3;3;;;;4;1;1;1;;;1;;;1;1;;1;;;;3;1;;;;2;;1;1;;1;;;;;;8;1;;;2;1;;1;1;1;;;;;;;1;;;;;;;12;;2;2;;;5;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;1;1;;1;;;;;;;;23;6;3;2;1;;;1;;;149
33457-5490;20120202;insucesso;2;1;1;1;45;6;;;1;;6;;;;;;;;;;;;1;1;8;;1;;;;1;;;;;;;2;1;;1;;;;;;3;1;1;1;;;;2;;1;1;1;;8;5;;1;;;;;1;;1;1;;;;;;;;2;;;;1;;;1;1;1;;;;1;;;1;;;1;;1;1;29;3;;1;;;9;;1;;4;;3;2;1;1;;;1;;;;3;4;1;1;2;;1;1;;;8;;;;;;1;;;1;;;;;;;;;2;1;1;1;3;;;;;1;1;1;4;3;;;;4;1;3;3;;2;1;228
33680-5384;20120202;insucesso;;;;;21;3;;;2;;1;1;1;;1;;;;;;;;;;3;;1;1;1;;1;1;1;;;;;3;2;;;;;;;;3;;;;1;;;;;;;;;2;;1;2;;;;;1;;;;;;;;;;;2;;;;2;;;1;;;;;;;;;;;;;;;;17;1;;1;;1;2;;;;1;;1;1;;;;;2;1;;;;4;;;3;;1;;;;7;1;1;1;;;4;1;1;2;;;1;;;;;;;;;;;;;;;;;;4;1;;;;4;;3;1;;;;127
33680-5799;20130101;insucesso;;;;;19;1;;;1;;1;1;1;;;;;;;;;;;;3;;;;;;;;;;;;;3;3;;;;;;;;2;;;;1;1;;;1;;;;;1;;1;2;1;;;;;;;;;1;1;;;;;2;;;;1;1;;;;;;;;;;;;;;;;;;8;1;;;;;3;;;;2;;1;1;1;1;1;;2;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;;;;5;;4;4;;;;98
34011-6402;20130102;SUCESSO;1;;1;1;18;;;;;;;;;;;;;;;;;;;;6;;3;;;;1;1;;;;;;2;;;;1;1;;;;3;;;;1;;;;;;;;;;;;2;1;;;;1;;;;;;;;;;;3;1;;;2;1;;1;;;;;;;;;;;;;;;;26;;;;;;5;;;;;;;;;;;;1;1;;;;5;;;5;1;;;;;12;2;;;;;2;1;;;;;;;;;;;1;;;1;1;;;;;;;;;;1;;;2;;;;1;;;120
34088-6590;20130201;SUCESSO;2;1;2;2;24;3;;;2;;1;;2;;2;;2;1;;;;;;;5;;1;;;;1;1;;;;;;;;;;4;4;;1;1;5;1;1;1;1;;;;;1;1;1;;2;;;9;1;;;;4;;2;;;1;1;1;;;1;12;1;;;7;;;3;1;;1;1;;2;;;1;1;1;3;;2;;14;;1;1;;;5;;1;;2;1;1;1;;;;;;;;;;2;;;2;;1;1;1;;3;;;;;;1;;;1;;;1;;;;1;;2;1;1;2;2;;;;;;;;;;7;1;1;1;;;;;1;;192
34845-5799;20130101;SUCESSO;1;;1;1;8;2;;2;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;4;2;;2;;;;;;;47
35410-4917;20120201;insucesso;;;;;33;1;;1;2;;;;;;;;;;;;;;;;8;1;3;1;;;;;;;1;1;;2;1;;;;;;;;5;;;;1;;1;1;2;;;;1;1;;1;2;;;;;1;;;;;1;;;;;;6;;;;1;;;;;;1;;;;;;2;1;1;;;;;14;1;2;2;;1;7;1;1;;2;;1;;;;1;1;1;1;;;;2;;;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;4;;1;1;2;3;1;1;1;1;2;1;;4;;1;1;;1;1;152
35410-6895;20130201;insucesso;;;;;29;1;;;;;;;2;;;;;;;;;;;;6;2;2;2;1;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;2;;;;;1;;1;;;;;;;1;;11;1;;;2;;;1;1;;;;;1;;;2;;;;;;;16;1;;2;;2;5;;;;3;;2;2;2;1;1;1;2;2;1;1;;2;;;2;;1;1;;;2;;;;;;1;;;1;;;;;;;;;;;;;;;;;;1;;;;;2;;;1;;;;1;;;131
35491-5490;20120202;insucesso;1;;1;1;25;1;;;;;;;1;;1;;;;;;;;;;9;;3;;;;;;;;;;;;;;1;1;1;;;;2;1;1;1;1;1;;;;;;;;;;;10;1;;;;1;;1;1;;1;;;;;;10;;;;6;;;1;1;1;1;;;1;;;1;;;;;;;32;1;;3;;1;14;;2;;3;;2;1;1;1;1;1;1;1;1;1;;3;;;3;;3;2;1;1;3;1;;;;;3;1;;2;1;;1;;1;;;;1;;;1;;;;;;;;;3;3;;;;3;1;2;2;;1;1;201
35558-5384;20120202;SUCESSO;1;;1;1;59;4;;1;4;1;;;7;;2;;;;;;2;1;;;9;1;3;;;;;;;;2;1;;3;2;2;;3;3;;;;12;1;1;1;6;;2;;;;;;;1;;;13;4;;;;9;3;4;3;2;1;;;;;;24;4;;2;12;1;;8;4;3;1;;;4;2;;1;1;;;;;;31;1;;5;;2;13;;2;;6;1;2;2;;;;;1;;;;;3;;;2;;1;1;1;;7;2;1;;;;1;1;1;1;1;1;1;1;;;;;1;;;1;3;1;;;;1;1;;2;2;8;;;3;;2;2;;;;362
35686-5489;20120202;SUCESSO;2;;2;2;49;7;;1;4;1;;;5;1;3;;1;;;;;1;;;18;;8;6;6;;4;2;2;1;;;;2;2;2;;;;;;;9;1;1;1;2;;;;2;;;;;;;;9;;;;;2;;1;1;;;;;;1;;14;1;;;9;;;2;1;1;;;;1;1;;2;;;;;;;92;1;1;6;;2;35;;3;;21;1;12;9;5;;1;1;3;2;1;;;14;;1;9;;6;2;2;2;30;3;1;;1;1;13;3;1;3;2;1;2;2;2;;3;;2;;;2;;;;;;;;;3;3;;;;4;;3;3;;;;514
35698-6030;20130101;insucesso;;;;;12;;;;1;;;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;4;1;;;;3;;1;1;;2;;;;;;4;;;;2;1;;2;1;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;4;;;;1;;;53
35698-7297;20130202;insucesso;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
35699-5489;20120202;insucesso;;;;;18;1;;;;;;;1;;1;;;;;;;;;;6;;2;;;;1;1;;;;;;;;;;1;1;;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;13;;;;;;2;;;;;;;;;;1;1;1;1;;;;3;;;2;;;;;;6;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;71
