IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
31673-5384;20120202;SUCESSO;2;2;;;48;1;;;1;7;;2;;;10;;7;;3;2;1;3;;;11;;;6;2;1;1;;;;1;;3;2;2;;2;2;3;3;22;;;;1;;1;2;;3;2;2;2;;;;;26;;;;11;;5;2;;3;2;1;2;29;;;20;;8;3;1;1;;5;3;5;;;;;;57;;3;3;1;24;;;11;;4;2;1;1;2;;3;;;;6;2;3;;1;1;1;;10;2;2;4;2;2;3;2;2;1;;;;2;2;2;;3;;;;;;;2;2;14;5;1;1;5;;2;2;;;;489
31694-4433;20120102;insucesso;4;2;3;3;12;;;;;3;;;;;1;;;;;;;;;;2;;;1;1;;;;;;;;;;;;;;;;11;1;1;1;;;;2;1;1;;;;;1;;1;2;;;;;;;;;;;1;;2;;;1;;;;;;;;;1;;1;;1;1;10;;1;;;3;;;3;;2;;;;;;;;;;1;;1;;1;;;;1;;;1;;;;;;;;;;4;2;2;3;1;;;;;;;;;4;1;;;2;;;;;;;105
31694-5384;20120202;SUCESSO;2;2;1;1;38;1;;;;6;;;;;3;1;1;;;;;;;;5;;;3;3;;;;;;;5;2;1;1;;1;1;;;11;1;1;1;2;;1;3;;1;2;2;2;;;;;3;1;;;;;;;;1;1;;;6;2;1;3;1;;;;1;1;;;;;1;;1;1;8;2;;;;6;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;8;2;;;7;7;;1;1;3;;;;2;;1;1;;;;191
31728-4114;20120101;SUCESSO;2;1;1;1;101;3;;;;8;1;1;;;4;;1;;;;1;1;4;;14;;;6;2;2;1;;;;32;3;4;1;1;;3;3;;;11;1;1;1;3;;;1;;2;1;1;1;;;;;7;1;;;;;;;;2;1;;1;16;3;;2;;;;;1;1;3;;4;1;7;;3;;36;1;1;2;;15;;1;5;1;3;2;1;;;;1;;;;3;1;1;;1;1;;;1;;;1;;;1;;;;;1;;2;1;1;1;46;3;;;3;2;1;5;3;13;7;4;2;10;1;2;2;1;11;;479
31729-4448;20120101;SUCESSO;2;;1;1;20;3;;;1;4;;;;;5;2;1;;;;;;;;4;;;1;;;;2;1;1;;;3;;;;;;;;12;;;;1;;;;;1;;;;;;;;1;;;;;;;;;;;1;;16;2;1;1;;;;;;;;;6;;;;;;31;;;;;7;;;2;;;;;;;;2;2;2;;9;;8;;5;4;4;;8;2;1;5;2;1;4;2;4;2;4;;;2;1;;1;2;;;;;;;;;;;;;5;;;;;;;216
31733-6030;20130101;insucesso;;;;;14;2;;;;;;;;;3;;2;;;;;;;;2;;;1;;;;;;;1;1;3;;;;1;1;;;;;;;;;;;;;;;;;;;;7;3;;;;;;;;;;;;6;;;3;2;;;;;;;;;;1;1;;;10;;;;;2;;;;;;;;;;;;;;;2;;1;;;;;;4;;;;;;;;;;;;;;;;;3;2;;;1;;;;;3;;;;7;1;;;1;1;1;93
31735-4434;20120102;SUCESSO;5;3;2;2;48;2;;;1;11;3;;1;;5;;3;1;1;;;;;;18;;;6;5;1;1;7;7;6;;;;;;;2;2;2;2;16;2;2;2;5;;1;;;;2;2;2;;2;;;8;2;;;2;;;;;;;2;;10;2;1;6;1;2;;;;;;;1;;;;;;32;;2;;;10;;;6;;2;1;1;1;1;;4;4;4;;15;;15;;13;3;3;;23;8;1;22;5;1;5;1;5;;3;5;;5;3;3;2;;;;;;;;;;;;;;;;;;;;;429
31743-6030;20130101;SUCESSO;3;1;2;2;16;;;;;3;;1;;;4;;2;;1;1;;1;;;2;;;;;;;;;;;;;;;;1;1;;;6;2;2;2;2;;;1;;;1;1;1;;2;;1;2;;;;1;;1;1;;;;;;4;1;;2;;1;1;1;;;1;;1;;;;;;5;;;;;3;;;1;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;2;2;1;;;;;;1;;3;;;;3;;1;;;;;110
31746-4434;20120102;SUCESSO;2;2;;;47;11;;;3;4;3;;;;4;;3;3;;;;;;;21;;;3;1;;;4;4;1;;;;;;;1;1;;;14;;;;6;;2;;;;1;1;1;;;;;6;5;1;;;;;;;;;;;10;2;2;5;4;;;;;;1;1;1;;;;;;71;;3;;;10;;;2;;;;;;;;1;1;;;8;;7;;2;;;;18;2;2;3;;;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;317
31747-5799;20130101;SUCESSO;3;2;1;1;17;1;;;1;1;;;10;6;1;;;;;;;;;;4;1;;1;;;;1;1;1;;;;;;;;;;;8;1;1;1;1;;;;;3;1;1;1;;10;;6;1;;;;;;;;;;;1;;2;;;1;;;;;;;1;1;1;;;;;;11;;1;1;;6;;1;2;1;1;;;;1;;1;;;;3;2;2;;2;2;2;;2;;;2;;;2;;2;;1;;;3;2;2;1;;;;;;;;;;;;;;;;;;;;;151
31755-7114;20130202;insucesso;;;;;13;1;;;;;;;;;2;;1;;;;;;;;4;;;;;;;1;1;1;;;1;;;;;;;;1;;;;1;;;1;;;;;;1;;;;2;;;;1;;;;;;;;1;4;;;2;;1;;;;;1;;1;;;;;;18;;;;;1;;;;;;;;;;;;;;;4;;4;1;3;3;1;1;6;4;4;3;2;2;3;2;1;;1;;;;;;;1;;1;;1;;;3;3;;;;;2;;2;2;;;;121
31759-4114;20120101;insucesso;1;;1;1;21;5;;1;1;1;;;;;1;;;;;;;;;;5;;;1;;;;;;;1;;;;;;;;;;5;1;1;1;1;;1;1;;;;;;2;;;;3;1;;1;1;;1;1;;;;;;4;;;1;;1;1;1;;;1;;;2;;;;;39;1;;1;;9;;;1;;1;;;;;;1;;;;3;;3;;1;;;;3;;;1;;;;;;;;;;1;;;1;3;;2;;;;;;;;;;;2;1;;;;;;146
31760-4434;20120102;insucesso;;;;;36;3;;;;5;;2;3;;4;2;1;;;;;;;;7;;;3;2;;;2;2;2;2;;2;;;;;;;;6;;;;;;;2;;;;;;;4;1;;4;2;;1;;;;;;;;1;;7;2;1;2;1;;;;;;;;;2;;;;;14;;1;;;4;;;2;;;;;;;;2;2;;;6;;6;1;4;2;1;;8;1;;4;1;;2;1;1;;;2;;;;;;4;;;;;;;;;3;2;1;;3;;;;1;;;193
31783-4433;20120102;SUCESSO;2;1;1;1;73;3;;;;6;2;2;24;10;8;;5;1;1;1;1;2;3;;13;;;4;3;1;1;3;2;1;;;;;;;1;1;1;1;27;1;1;1;10;;5;2;;;1;1;1;;28;;12;16;7;2;1;9;4;5;3;1;4;3;1;;19;1;;15;3;9;5;3;4;3;7;5;2;1;8;;6;4;38;;1;1;;10;;;6;;1;1;1;;2;;6;3;2;;10;1;7;;4;1;1;;12;4;2;5;2;1;2;2;1;1;1;1;;2;1;1;1;2;;;;;;;;;30;15;9;4;3;;;;2;;;620
31784-4448;20120101;SUCESSO;2;2;;;39;2;;;;5;;;;;5;1;1;;;;;1;;;12;;;3;;;;2;1;;;;4;1;1;;;;;;12;;;;2;;1;2;;;1;1;1;;;;;5;;;;2;;;;;;;2;;13;2;;5;;2;;;;;2;;2;2;;;;;52;1;;2;1;11;;;5;;1;;;;;;;;;;5;;5;;1;;;;21;2;1;5;;;1;;;;;;;2;2;2;;2;;;;;;;3;3;1;;;;7;2;3;3;;;;283
31787-4434;20120102;SUCESSO;3;1;1;;34;2;;;;2;;1;11;5;;;;;;;;;;;6;2;;;;;;;;;1;;;;;;;;;;16;;;;1;;;2;;;2;2;1;;13;;6;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;;;;13;;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2;;3;2;1;;4;1;;;;;;1;1;19;12;5;3;8;1;1;1;3;6;;207
31801-4603;20120102;SUCESSO;4;4;2;1;33;1;;;;4;;;4;;2;;2;1;;;;;;;7;1;;;;;;2;2;2;1;2;1;1;1;;1;1;;;7;2;2;1;1;;;1;;1;3;3;3;;7;;1;9;4;1;1;3;1;2;1;1;;;;;5;;;4;2;1;;;;;1;1;;;;;;;27;1;1;1;;5;;;;;;;;;;;;;;;3;;3;;3;2;1;;3;3;;3;2;;2;1;1;1;;1;;4;4;4;1;7;;;;4;4;;4;3;4;2;1;;5;;4;3;1;;;268
31805-5489;20120202;insucesso;2;1;1;1;43;12;1;;6;3;;;;;1;;;;;;;;;;18;;;9;8;6;4;2;;;;;5;;;;1;1;;;6;1;1;1;3;;3;;1;1;1;1;1;;1;1;1;;;;;;;;;;;;;;4;3;1;;;;;;;;1;;;1;;;;;37;;2;3;;16;1;3;11;;9;5;4;4;;;3;2;1;;4;2;2;1;1;1;1;1;2;2;;1;1;;1;1;1;;1;;;2;1;1;1;1;;;;;;;;;22;6;;;6;;;;4;;;326
31805-6030;20130101;insucesso;2;1;1;1;38;5;1;1;1;7;1;;2;2;2;1;1;;;;;;;;12;;1;6;4;2;1;3;2;1;;1;2;;;;;;;;23;1;1;1;5;;;2;2;2;1;1;1;;10;;8;1;;;;;;;;;1;1;;;8;5;2;1;;;;;1;1;1;;;;;;;;37;2;3;7;;16;1;5;9;;5;3;3;2;2;2;4;4;3;;7;1;6;;5;5;5;4;8;4;1;6;4;1;6;4;5;;4;1;1;2;1;1;1;;;;;1;;;;;14;2;1;;3;;;;3;;;397
31805-6895;20130201;SUCESSO;2;1;1;1;19;3;;;1;3;1;;;;2;;2;;;;1;;;;7;;;3;3;2;1;1;;;;;3;;;;;;;;7;;;;3;;2;;;1;1;1;1;;;;;3;1;;;;;;;;1;1;1;;5;2;1;3;1;;;;1;1;;;;;;;;;19;;1;1;;10;;1;6;1;5;3;2;;2;;3;3;1;;3;;3;;1;1;1;;3;1;;1;1;;1;1;1;1;1;;;2;1;1;1;;;;;;;;;;7;3;1;;4;1;;;2;;;195
31806-4114;20120101;insucesso;2;1;1;1;51;6;2;2;1;5;1;;9;2;2;;1;;;;;;2;1;12;;;4;;;;;;;1;;2;;;4;1;1;;;19;1;1;1;7;;2;;1;5;;;;3;13;6;5;4;1;;;;;;;;2;1;;1;7;2;;3;;;;;2;1;2;1;;3;6;2;3;;45;1;3;1;;16;1;1;4;;2;;;;;;1;1;;;4;;3;3;;;;;8;3;;1;;;;;;;;3;2;2;1;1;1;7;;3;;2;;1;4;4;3;;;;8;;3;3;1;6;6;379
31806-5490;20120202;SUCESSO;3;2;1;1;32;6;;;1;8;3;;1;1;1;;1;;1;1;;;;;11;1;;;;;;;;;;;;;;;;;;;12;1;1;1;8;;;3;;;2;2;2;;1;;1;3;2;;;1;1;1;1;1;;;;;2;;;2;;1;1;1;;;;;;;;;;;18;1;1;1;1;3;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;3;2;2;1;;;;;;;;1;1;;;;;1;;1;1;;;;168
31810-4435;20120102;insucesso;2;1;1;1;13;;;;;3;;1;3;2;;;;;;;;;;;1;;;1;1;1;1;1;;;;;2;;;;;;;;14;;;;;;;1;;;1;1;1;;4;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;;;1;1;;;;3;;;1;;2;;1;1;;1;1;1;1;;;;;;;2;;1;;;;;;1;;;;;;;;;;;1;1;2;1;1;2;1;;;;;;;;;10;;;;5;;;;;;;105
31810-6400;20130102;insucesso;2;1;;;19;1;;;;;;;8;5;;;;;;;;;;;4;;;2;;;;;;;;;3;;;1;;;;;6;;;;;;;1;;4;2;2;1;;10;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;5;;;;;1;;105
31816-5384;20120202;SUCESSO;2;1;1;;101;8;;;3;17;2;;3;1;9;1;3;1;1;;;3;9;;31;2;;13;5;3;1;2;2;1;;2;1;;;;3;3;;;25;;;;5;;;;;1;1;1;1;;9;;2;13;5;;3;4;2;1;1;1;1;1;3;;31;10;5;13;3;4;1;1;;;4;2;3;;12;;2;1;65;5;3;12;3;35;;8;22;7;11;6;5;3;2;;6;5;3;;10;;8;;6;5;5;;10;5;1;8;4;1;6;3;6;3;4;2;;2;1;1;;;;;;2;;2;6;5;18;5;2;2;14;1;4;3;2;8;;773
31826-4603;20120102;SUCESSO;2;2;;;23;3;;;1;1;;;;;;;;;;;;;;;8;;;3;1;;;2;2;;;;;;;;;;;;3;;;;1;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;1;;;8;;;1;;;;;;1;;1;;;;9;;7;;2;1;;;23;1;1;5;;;1;;;;;1;;2;2;2;;;;;;;;;;;;;;;1;1;;;;;;162
31830-4435;20120102;SUCESSO;4;;4;4;66;1;;;;18;1;2;1;;8;;4;;3;1;;1;;;4;;;3;1;;;;;;;;6;2;2;;;;;;26;2;2;2;3;;;5;;1;;;;;2;;;18;1;;1;5;;2;;;4;2;3;;21;2;1;10;1;4;2;;1;;7;3;2;1;;;;;12;;;5;2;7;;4;4;3;;;;;;;;;;;1;;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;;;;4;1;;4;9;;;;;;;5;5;70;23;10;3;11;;2;2;7;3;;481
31831-7297;20130202;insucesso;;;;;2;;;;;;;;;;1;;;;;;;1;;;2;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;1;1;1;;;;;;;1;;;;;;;;4;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;22
31836-6401;20130102;insucesso;2;;2;1;68;9;2;2;1;16;4;1;5;2;22;1;19;;5;;;1;1;1;15;;;6;3;1;;1;1;1;2;;5;4;;;;;;;24;1;1;;4;1;;1;2;1;;;;1;8;3;3;36;11;;2;9;;2;2;;13;13;;3;34;2;;31;8;7;2;2;11;11;3;3;1;;4;1;3;2;34;3;3;1;1;8;2;;3;;1;;;;;;;;;;2;;1;1;1;;;;6;1;;1;;;;;;;;1;1;2;;;1;6;1;1;;;;;6;6;;;;;7;1;6;6;;2;1;587
31853-4603;20120102;insucesso;;;;;25;2;;;1;;;;1;;2;;;;;;;;;;5;;;;;;;;;;1;;2;1;;;1;1;;;1;;;;1;;1;;;;;;;5;1;;;1;1;;;;;;;;;;;;7;;;;;;;;;;;;;3;;;;;24;1;;2;;5;;1;2;;1;1;;;;;;;;;2;;;;;;;;7;1;1;;;;;;;;;;;;;;;5;1;5;;2;;;1;1;3;3;2;;2;1;1;1;1;1;1;142
31858-4434;20120102;SUCESSO;2;;;;63;3;;;1;10;;2;3;;17;;10;2;3;2;2;4;1;;18;;;6;4;2;1;2;2;;1;1;1;;;;5;4;7;7;16;;;;1;;;2;;4;;;;;3;;;36;10;2;3;10;;3;3;1;7;4;2;;39;4;;27;7;10;3;3;5;3;6;3;3;;3;;2;2;60;;1;2;2;16;;2;7;1;4;2;2;2;1;;3;3;2;;10;;9;;2;;;;16;3;2;5;1;1;1;;;;;;;2;2;;;4;;;;3;3;2;;;;;;;4;2;;;;2;;597
31863-4448;20120101;SUCESSO;5;1;3;3;72;;;;;8;;;;;3;;3;;1;1;1;;;;17;;;5;;;;1;1;1;;;2;1;1;;1;;1;1;20;2;2;1;3;;;;;;;;;;;;;14;2;;1;5;;1;1;;3;3;1;2;15;6;2;7;1;3;1;1;2;2;1;;1;1;;;;;64;2;1;5;1;20;;4;1;1;1;1;1;;1;;1;1;;;5;;5;;2;2;;;9;2;1;3;2;1;3;2;;;;;;5;2;1;3;5;1;;;;;;2;1;3;;;;4;;2;1;1;;;410
31872-4603;20120102;SUCESSO;2;;;;40;1;;;1;1;;;5;;1;;1;1;;;;;;;19;;;6;4;2;;1;1;1;8;;;;;;;;;;2;;;;;;;;;;2;2;;;5;;;4;1;;;2;;2;1;;;;2;;6;;;4;1;2;2;1;;;;;2;;;;;;44;1;;3;1;17;;2;9;1;4;1;;;;;;;;;5;;4;;2;2;;;8;1;1;5;1;1;2;1;;;;;;2;2;;;16;3;;;2;2;1;1;1;;;;;2;;1;1;;;;286
31888-4433;20120102;SUCESSO;3;2;1;1;42;1;;;;10;;;6;6;4;2;2;;;;1;;;;9;;;3;;;;;;;;4;2;;;;;;;;24;1;1;1;3;;;;;1;;;;;9;;7;6;;;;1;;;;;1;1;1;1;8;3;1;5;;1;;;1;1;1;1;;1;1;;1;;23;1;;1;1;7;;1;1;1;1;1;1;;1;;1;1;;;3;;3;;;;;;4;;;1;;;;;;;;2;;3;2;2;1;5;3;;;4;3;3;;;7;4;1;;2;;;;2;;;279
31952-5490;20120202;SUCESSO;2;1;1;1;27;6;;;4;2;;;1;1;2;;1;;;;1;1;;;12;;;4;2;1;1;2;2;1;;;;;;;;;;;4;1;1;1;1;;;;;;1;1;1;;1;;1;6;1;;1;2;;1;1;1;1;1;;1;5;;;4;;2;1;1;1;1;1;1;;;1;;;;46;2;;;;8;;;3;;1;1;;;;;;;;;3;;3;;1;1;1;;13;1;;3;1;;1;1;1;1;1;;;2;1;1;1;1;;;;;;;2;;;;;;1;;1;;;;;226
31986-4435;20120102;insucesso;;;;;19;2;;;1;2;;1;;;5;1;3;;;;;1;;;4;;1;2;;;;1;1;1;1;1;1;;;;1;1;;;3;;;;1;;;1;;2;;;;;1;;1;7;1;;1;;;;;;3;3;;;11;2;;7;1;;;;3;3;1;;1;;1;1;;;15;1;1;2;;7;1;1;2;;;;;;;;;;;1;2;;1;1;1;1;1;;9;2;;4;;;3;;1;;;1;1;;;;;1;1;;1;1;1;;3;2;2;;;;5;;;;1;1;1;184
32029-4434;20120102;insucesso;2;1;1;1;34;3;;1;1;8;1;1;;;2;;1;;;;;;;;7;;;5;2;2;1;2;1;1;;;;;;;1;1;;;14;;;;3;;2;1;;;1;1;1;;;;;1;;;;;;;;;1;1;;;4;1;;1;;;;;1;1;1;;;;;;;;13;;;;;6;;;2;;2;1;1;1;;;;;;;4;1;1;;1;1;1;;2;1;1;2;1;1;2;1;1;;;1;;2;2;1;1;;;;;;;;;;;;;;;;;;;;;169
32030-6400;20130102;insucesso;2;1;1;1;61;2;1;1;1;5;1;;;;5;;3;;;;;1;1;1;16;;1;4;2;2;2;2;2;;3;;1;;;;2;1;;;8;1;1;1;3;;;1;;2;1;1;1;;1;;1;24;5;;2;1;;;;;1;1;2;4;18;;;15;1;1;;;1;1;1;1;1;1;1;;1;1;62;2;;3;3;17;;;2;;2;2;1;1;;;1;1;;;8;1;7;1;2;;;;18;2;2;3;;;;;;;;;;2;1;1;1;11;5;;;;;;;;2;1;1;;2;1;;;;;;401
32030-7297;20130202;insucesso;3;;3;3;34;2;;;;1;;;;;2;;;;;;;1;;;9;;;;;;;1;1;;;;;;;;2;2;;;11;2;2;2;5;;1;2;;;;;;;;;;6;4;;2;2;;;;;;;;;10;2;;5;1;2;;;;;1;;;;;;;;30;;4;1;;7;;1;5;;3;2;2;1;;;;;;;2;;2;;2;1;;;2;2;;2;2;;1;1;;;;;;3;;;3;;;;;;;;;;;;;;1;1;;;;;;205
32035-4114;20120101;insucesso;2;1;1;;39;4;;;;2;;;;;3;1;;;;;;;;;12;;;5;4;4;2;;;;;2;3;;;3;1;1;;;4;1;1;;1;;1;;;1;1;1;1;5;;;;2;1;;1;;;;;;1;;;;6;2;;2;1;;;;1;;1;;;2;;;;;28;2;1;2;1;16;1;2;6;;4;2;2;2;2;1;3;2;1;1;3;;2;;1;;;;2;1;;1;1;;;;;;;;;2;1;1;;6;4;3;3;5;4;;;;45;16;8;;6;;;;3;5;1;330
32035-5384;20120202;insucesso;3;2;1;1;30;5;;1;;7;;2;4;2;2;;2;;;;;;;;5;;;3;3;2;2;;;;;;3;;;;1;1;;;16;1;1;1;3;1;1;3;;1;;;;;5;;2;3;1;;;;;;;;;;;;3;;;3;1;;;;;;;;;;;;;;5;;2;;;4;1;;4;;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;;3;2;2;1;1;;;;;;;;;16;6;1;;4;;;;2;;;195
32035-5799;20130101;insucesso;3;;2;2;38;7;;;;2;1;;5;2;;;;;;;;;;;8;;;6;4;3;2;;;;1;;2;;;;;;;;6;1;1;1;3;;;;;;;;;;7;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;1;;;;8;;;4;;3;2;2;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;3;1;;2;1;;;;;;;;;25;5;1;;2;;;;2;;;193
32035-7114;20130202;insucesso;2;1;;;24;6;1;;2;1;;;7;4;2;;1;;;;;;;;6;;;3;2;1;;;;;;;3;;;1;1;1;;;9;;;;2;;;1;;;;;;;9;3;4;1;1;;;;;;;;;;;;3;1;;1;1;;;;;;;;;;;;;;11;;2;;;4;1;;2;;1;;;;1;1;1;1;;;1;;1;1;;;;;1;1;1;;;;;;;;;;;2;2;1;;;;;;;;;2;1;1;1;;;5;1;1;1;1;2;2;159
32045-4434;20120102;insucesso;2;2;;;88;4;;2;;9;2;;;;10;4;4;;;;;;1;;27;;1;13;5;4;2;2;2;2;;3;2;;;;3;3;;;21;;;;6;1;4;;;;1;1;1;1;;;;16;2;;;5;;2;1;;4;2;;2;25;8;5;9;2;;;;2;2;1;1;;2;3;2;;;79;1;1;2;;29;;1;11;;6;3;1;;2;2;2;2;2;;4;;4;1;4;2;2;2;4;3;2;4;3;2;2;2;2;;2;1;;2;2;2;;8;3;;;4;3;;1;;;;;;7;4;1;;;;;556
32278-4434;20120102;SUCESSO;2;2;;;69;3;;;2;20;8;1;3;2;6;1;3;1;2;2;;;;;29;3;;13;8;3;2;;;;;;4;1;1;;;;;;38;;;;13;;6;1;;4;2;2;2;;13;;7;14;4;1;2;8;3;6;2;1;1;1;2;;14;1;;11;1;8;6;2;;;;;1;;3;;;;46;1;10;3;2;22;;2;16;1;8;7;6;5;4;;6;3;3;;7;1;3;;3;3;3;;3;3;1;3;3;1;3;3;3;3;;1;;2;2;2;;1;;;;;;;3;3;4;1;;;8;2;2;2;1;2;;598
32369-4603;20120102;SUCESSO;2;1;1;1;41;3;;;1;;;;1;;3;;;;;;;1;;;12;;;3;2;;;;;;;1;1;;;;2;2;;;8;;;;3;;1;2;;;1;1;1;;1;;;;;;;;;;;;;;;;11;2;1;;;;;;;;2;;2;1;1;;;;35;1;1;3;;11;;;6;;3;2;2;1;;;1;1;1;;1;;1;;1;1;;;1;1;;1;1;;1;1;;;;;;2;1;1;1;4;1;;;2;2;2;;;;;;;1;;;;;;;211
32377-4433;20120102;insucesso;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;8
32380-4434;20120102;SUCESSO;4;3;1;1;90;4;;;1;7;2;;1;;8;;4;;2;2;;2;11;;36;;;6;3;;;3;3;3;1;1;1;1;1;;5;4;1;1;17;;;;4;;1;;;1;2;2;2;;6;;1;46;4;;1;29;3;17;12;7;7;6;;5;41;6;3;27;1;20;13;9;2;2;4;2;;3;25;;19;14;110;;;2;1;19;;1;8;;3;1;1;;;;2;1;1;;13;;10;;8;4;3;;24;1;1;14;1;1;7;1;4;1;1;3;;6;3;3;1;10;1;;;2;2;1;9;7;1;1;;;8;1;6;6;1;8;;901
32508-4448;20120101;SUCESSO;2;;1;;62;7;;;;7;1;;1;;8;2;3;1;;;;;;;8;;;1;1;1;1;6;6;2;;;4;;;;4;4;4;4;13;1;1;;1;;;;;;1;1;;;1;;;14;3;;;3;1;2;;;;;;1;23;5;1;9;2;1;;;;;2;;1;3;5;;3;1;32;1;1;;;4;;;2;;2;1;1;1;;;1;1;;;10;;8;;3;2;1;;29;2;;6;;;3;;2;;1;;;2;1;;;9;2;;;;;;1;1;7;2;2;1;4;2;1;1;;1;;391
32879-5489;20120202;SUCESSO;2;;2;2;18;;;;;2;;;1;;;;;;;;;;;;9;;;2;;;;;;;;;;;;;;;;;5;2;2;2;2;;1;1;;3;;;;;3;;;5;;;;2;;1;;;1;1;;;4;;;3;;2;1;;1;1;;;;;;;;;46;1;2;;;14;;;2;;;;;;;;1;1;;;2;1;2;;;;;;12;;;1;;;1;;1;;;;;2;;;2;;;;;;;;;;;;;;1;;;;;;;173
32892-5490;20120202;insucesso;2;;2;2;21;;;;;1;;1;;;3;;1;;;;;;;;5;;1;;;;;;;;;;;;;;8;7;;;4;2;2;2;1;;;2;;;;;;;;;;26;;;;12;;1;;;2;1;2;;28;1;1;14;;6;1;;2;1;1;;1;2;;;;;31;;2;3;1;1;;1;;;;;;;;;;;;;6;;3;;;;;;8;;;2;;;;;;;;;;2;;;2;2;;;;;;;;;;;;;1;;;;;;;234
32895-6030;20130101;insucesso;3;2;1;1;115;10;;1;5;13;4;2;;;12;2;8;;;;;1;5;4;39;;1;15;7;4;4;5;5;4;5;;7;3;;6;6;6;;;24;1;1;1;10;1;3;2;3;1;1;1;1;;3;1;2;21;10;;1;;;;;;2;1;1;;33;9;3;16;8;;;;2;1;2;;;;12;7;4;4;79;6;3;5;1;40;3;3;17;;10;8;6;5;1;1;3;3;2;;10;;8;1;7;6;4;3;12;5;3;7;4;;6;4;4;;3;;;3;2;2;1;8;4;;;;;;6;4;35;7;2;;20;4;6;4;2;8;5;905
32895-6590;20130201;SUCESSO;1;1;;;127;28;;;2;9;7;;;;21;3;13;7;;;3;1;;;25;;;4;2;2;1;;;;1;;3;;;;2;2;2;2;10;;;;7;;;;;;1;1;1;;;;;26;10;4;2;2;;;;;3;2;;;33;6;2;21;8;1;;;3;2;1;1;2;1;3;;;;42;;1;2;1;10;;;4;;4;2;2;;1;;3;1;1;;4;1;2;;2;2;1;;2;1;1;2;1;1;2;1;1;1;;;;1;1;1;;4;3;;;;;;;;20;4;;;5;1;;;1;;;562
