IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
31595-4603;20120102;insucesso;1;;1;1;21;;;1;;1;1;;;;;;;;;;8;;;2;;;2;;;;;;2;2;2;;;;;;;5;1;1;1;2;;;;1;;;;;1;;1;2;;;;;2;;2;2;;;;;;;;;3;;;;2;;;2;2;2;;;;1;1;;;;;;;;;18;;3;;;;5;1;;1;;;;;;1;1;3;1;;;;3;3;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;;;1;;;;;;3;;2;3;3;;;;;3;;3;3;;;;143
31601-4917;20120201;insucesso;;;;;29;2;;2;;;;3;;1;;;;;;;10;;;1;1;;;2;2;;;;;1;;;;1;1;;;2;;;;1;;;;2;;;;;;;;3;;;;;2;;2;;;;;;;;1;;6;2;1;1;2;;;1;1;;;;;;;;1;;;2;1;1;1;24;;;1;1;;5;;;2;;1;1;;;1;1;1;1;1;;;10;;;10;2;6;3;1;;12;8;4;1;1;;6;5;3;3;3;;1;1;;;1;1;;;;;;;;;;;;;3;3;;;;;4;;3;3;;1;1;229
31601-6401;20130102;insucesso;3;2;1;1;66;4;;9;2;;;15;1;9;1;3;;2;5;;15;;1;2;;;1;2;2;2;;1;;2;;;1;1;;;;17;;;;3;;1;;;;;;;;;;43;5;3;;;13;;5;1;;;9;5;;;2;;37;5;1;2;28;2;;12;5;1;;5;3;7;4;;1;;;;;;;41;;;5;1;4;5;;2;;;;;;;;;1;1;1;1;;9;3;;7;1;6;3;2;1;8;3;1;1;1;1;6;2;1;3;1;;2;;1;;;;3;2;2;1;5;;;;4;;;;;;26;10;3;1;4;;;;1;2;1;564
31604-4435;20120102;SUCESSO;1;;1;1;8;;;1;;;;;;;;;;;;;3;;;;;;;;;;;;;2;;;;;;;;5;;;;;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;1;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;2;;;2;;1;;;;2;;;;;;1;;;;;;;;;;;;1;;;1;;;;;;;;;;;29;18;11;6;3;;;;2;;;114
31612-4603;20120102;SUCESSO;1;;1;1;23;;;2;;;;1;;1;;;;1;;;12;;;3;2;1;;4;3;2;;;;1;;;;;;;;2;1;1;1;1;;;;;;;;1;;;;2;1;1;1;;;;;;;;1;;;;;1;1;;;;1;1;1;;;;;1;;;;;;;;;;;;25;1;;;;;8;;;2;;1;;;;1;1;2;2;1;;;6;;1;5;1;3;;;;10;4;3;;1;;5;3;2;1;1;1;;;;;;;1;;;1;4;;1;;;1;1;;;;4;2;2;2;2;;;;1;;;191
31619-4434;20120102;insucesso;;;;;6;;;;;1;1;;;;;;;;;1;3;;;1;;;1;;;;;;;;;;;1;;;;1;;;;;;;1;;;;;;1;;1;1;;;;;;;;;;;;;;;;;2;1;;1;1;;;;;;;;;;;;;;;2;1;1;;6;;;;;;2;;;;;;;;;;;1;;;;;2;;;1;;1;;;;2;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47
31637-4603;20120102;SUCESSO;1;;1;1;47;1;;;;;;12;1;5;2;1;;;2;;4;;1;2;1;;;;;;;;;2;;;;4;3;3;3;3;1;1;1;1;;;;1;;;;;;;;18;3;1;;;6;;1;;;;1;;;;1;1;28;1;;;16;3;1;5;1;;;1;;5;2;;;;1;3;;3;3;18;;;1;;;6;;;2;;;;;;;;1;1;1;;;6;;;5;1;2;2;;;8;2;1;;;;4;1;;4;1;;1;;1;;1;;1;;;1;2;2;;;;;;;;;2;2;2;1;2;;;;1;1;1;298
31652-4434;20120102;SUCESSO;1;1;;;22;;;3;;;;2;;1;;1;1;;;;11;;;6;2;;;;;;;;;1;;;;4;4;1;1;8;;;;;;3;;3;1;1;1;;1;;1;8;;;;;4;;2;;;;1;1;;;2;2;17;3;;3;7;;;3;2;;;1;1;;;;;;;;;;;35;;3;2;;;14;;2;7;1;3;2;1;;1;1;1;1;1;;;6;;;4;1;3;3;2;;4;4;2;;;;3;3;1;3;3;1;2;2;;;2;1;1;1;1;;2;;;1;;;;;;;;;;;4;;;;;;;273
31658-4435;20120102;SUCESSO;;;;;35;8;2;4;;;;8;2;5;1;3;;;1;;5;;1;4;;;1;1;1;;;;;7;1;1;;1;1;;;8;;;;;;1;;;;;;2;;;;13;2;1;1;;8;2;1;1;1;1;5;5;1;;;1;17;3;2;1;12;1;;8;1;1;1;4;4;3;3;;;;;3;;3;2;7;;;1;;;5;;;;;;;;;;;1;;;;;3;;;3;1;3;2;1;;4;1;1;;1;1;3;1;;2;1;;1;1;;;2;2;;;;;3;;2;;1;;;;5;5;56;21;7;2;10;1;3;3;5;;;388
31671-4434;20120102;insucesso;2;2;;;22;;;1;;1;1;1;1;;;;;;;;3;;;;;;;;;;;1;;3;;;2;;;;;4;;;;2;;;;;1;1;1;;1;;1;1;1;;;;1;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;1;;;;;;;11;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;2;1;;;;;;;1;1;6;2;;;9;3;1;1;1;4;4;112
31673-4434;20120102;insucesso;1;;1;1;25;2;1;1;;;;1;;;;;;;1;;11;;1;4;2;1;1;2;2;1;;;;3;;;;;;;;5;;;;;;;1;1;;;;;1;;1;3;;;;;2;;;;;;;;;;;1;7;;;;2;;;1;;;;;;1;;;4;3;;;;;;48;1;;3;;1;20;;2;5;;4;2;1;;1;;2;1;1;;;8;;;8;1;4;3;3;3;14;1;1;1;1;1;5;1;1;3;1;;3;1;3;2;;;1;;;1;1;;;;;;;;2;2;12;3;1;1;4;;1;1;2;;;288
31673-5384;20120202;SUCESSO;1;1;;;27;1;1;3;;;;8;;6;;2;1;1;2;;9;;1;5;2;1;;;;;;;;1;;;;2;2;3;3;7;;;;1;;1;;2;1;1;1;;;;;21;;;;;9;;4;2;;;2;1;;;1;1;21;;;;15;;;6;2;1;;1;;3;2;;3;;;;;;;24;;1;2;;;13;;;5;;2;1;1;;2;;3;;;;;6;;2;3;;1;1;1;;10;2;2;;;;4;2;2;3;2;2;2;1;;;;;1;1;1;;1;;;;;;;;;;14;5;1;1;3;;;;;;;320
31694-4433;20120102;insucesso;3;1;3;3;9;;;2;;;;1;;;;;;;;;2;;;1;1;;;;;;;;;;;;;;;;;6;1;1;1;;;1;1;1;;;;;1;;1;1;;;;;;;;;;;;;;1;1;;1;;;;1;;;;;;;;;;;;;;;1;;1;1;8;;;;;;3;;;3;;2;;;;;;;;;;;1;;;1;;1;;;;1;;;;;;1;;;;;;;;;;;;3;1;1;3;;;;;;;;;;;4;1;;;2;;;;;;;84
31694-5384;20120202;SUCESSO;2;2;1;1;28;;;4;;;;3;1;1;;;;;;;4;;;2;2;;;;;;;;3;2;1;1;;1;1;;;6;1;1;1;2;;2;;;2;2;2;;;;;3;1;;;;;;;;;;1;1;;;;;6;2;;1;3;1;;;;;;1;1;;;;;;;1;;1;1;6;1;;;;;4;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;6;1;;;;5;5;;1;1;3;;;;2;;1;1;;;;151
31728-4114;20120101;SUCESSO;1;1;;;63;3;;5;1;;;3;;;;;;;1;4;6;;;2;;;;;;;;15;3;2;1;1;;2;2;;;8;;;;2;;;;2;1;1;1;5;;;;4;;;;;;;;;;;1;;;;;1;12;2;;;1;;;;;;;;;3;;;4;;1;7;;3;;14;;1;2;;;6;;1;2;1;;;;;;;1;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;23;2;5;;1;3;2;1;4;2;13;7;4;2;8;1;1;1;1;11;5;307
31729-4448;20120101;SUCESSO;1;;1;1;14;3;1;1;;;;5;2;1;;;;;;;2;;;;;;;2;1;1;1;;;2;;;;;;;;7;;;;1;;;;1;;;;;;;;1;;;;;;;;;;;;;;;1;;16;2;1;1;1;;;;;;;;;;;;6;;;;;;;29;;;;;;6;;;2;;;;;;;;;;;;;7;;;6;;3;2;2;2;6;1;;;;;3;1;;2;1;;2;1;2;2;;;1;;;1;2;;;;;;;;;;;;;;4;;;;;;;165
31733-6030;20130101;insucesso;;;;;13;1;;;;;;3;;2;1;;;;;;2;;;1;;;;;;;;1;1;3;;;;1;1;;;;;;;;;;;;;;;;;;;7;3;;;;;;;;;;;;;;;;6;;;;3;2;;;;;;;;;;;;;;1;1;;;10;;;;;;2;;;;;;;;;;;;;;;;2;;;1;;;;;;4;;;;;;;;;;;;;;;;;;;;;;3;2;;;;1;;;;;3;;;;7;1;;;1;1;1;92
31735-4434;20120102;SUCESSO;4;2;2;2;25;;;5;2;1;;3;;1;;;;;;;9;;;3;3;;1;5;5;5;1;;;;;;;1;1;;;7;2;2;2;2;;;;;1;1;1;;2;;;1;;;;;;;;;;;;;;;1;;4;1;;;1;;;;;;;;;;;;1;;;;;;;15;;1;;;;5;;;3;;;;;;1;1;3;3;3;;;12;;;12;3;11;3;3;2;17;6;1;;4;4;16;4;1;4;1;;4;;2;2;5;4;4;2;2;2;;;;;;;;;;;;;;;;;;;;;;276
31743-5061;20120201;insucesso;3;1;3;3;17;;;3;;;;1;;1;;;;;;;3;;;2;;;;;;;;;;;;;;1;1;;;15;1;1;1;;;;;2;1;1;1;;;;;4;;;;;1;;1;;;;;;;;1;;6;1;;;3;;;;;;;;;2;;;1;;;;;;;21;1;1;3;;2;9;;2;;;;;;;;;1;1;1;;;3;;;3;;1;;;;3;;;;;;1;;;;;;;;;;;;3;1;1;3;3;;;;2;1;;;6;3;38;20;10;6;5;;3;;;;;240
31743-6030;20130101;SUCESSO;2;;2;2;9;;;2;;;;4;;2;;1;1;;1;;;;;;;;;;;;;;;;;;;1;1;;;3;2;2;2;2;;1;;;;;;;1;;1;2;;;;;1;;1;1;;;;;;;;;4;1;1;;2;;;1;1;1;;;;1;;;1;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;2;1;;;;;;;;;3;;;;2;;;;;;;74
31746-4434;20120102;SUCESSO;1;1;;;29;5;2;3;3;;;1;;1;1;;;;;;14;;;3;1;;;3;3;1;;;;;;;;1;1;;;9;;;;6;;;;;;;;;;;;3;3;1;;;;;;;;;;;;;;;5;2;;2;2;2;1;;;;;;;1;1;;;;;;;;;48;;2;;;;7;;;2;;;;;;;;;;;;;6;;;5;2;2;;;;11;2;2;;1;1;3;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;209
31747-5061;20120201;insucesso;1;1;;;16;;;4;;;;;;;;;;;;;6;;;4;1;;;1;;;;;;;;;;;;;;11;;;;2;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;15;;2;1;;;9;2;1;4;;3;2;1;1;2;;3;;;;;4;;3;;;;;;;2;;;;;;2;;;2;;;2;;2;2;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;120
31747-5799;20130101;SUCESSO;1;;1;1;10;1;1;;;3;;1;;;;;;;;;4;1;;1;;;;1;1;1;1;;;;;;;;;;;3;1;1;1;;;;;2;;;;;3;;3;1;;;;;;;;;;;;;;;1;;2;;;;1;;;;;;;;;1;1;;1;;;;;;;9;;1;1;;;4;;1;2;1;1;;;;1;;1;;;;;3;;2;2;;2;2;2;1;2;;;;;;2;;;2;;;2;;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;98
31755-4917;20120201;insucesso;;;;;15;;;;;;;2;1;1;1;;;;;;6;;;2;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;3;1;;;1;;;;;;;2;2;;;;;7;3;2;1;3;1;;;;;;1;1;;;;;;;;;;;13;;;1;;1;4;;1;1;;;;;;;;;;;;;2;;;2;;2;2;1;;8;1;;;;;6;;;3;;;1;;;;;;;;;;;;;;;;;;1;1;;;;;1;;1;1;;;;112
31755-7114;20130202;insucesso;;;;;13;1;;;;;;2;;1;;;;;;;4;;;;;;;1;1;1;;;;1;;;;;;;;1;;;;1;;1;;;;;;1;;;;2;;;;;1;;;;;;;;;;;1;4;;;;2;;;1;;;;;;1;;;1;;;;;;;18;;;;;;1;;;;;;;;;;;;;;;;4;;;4;1;3;3;1;1;6;4;4;;;;3;2;2;3;2;;1;;1;;;;;;;;1;;1;;;1;;;3;3;;;;;2;;2;2;;;;121
31759-4114;20120101;insucesso;1;;1;1;11;3;1;1;;;;;;;;;;;;;3;;;1;;;;;;;;1;;;;;;;;;;3;1;1;1;1;1;1;;;;;;2;;;;3;1;;;1;1;;1;1;;;;;;;;;3;;;;1;;;1;1;1;;;;1;;;;;2;;;;;23;1;;1;;;7;;;1;;1;;;;;;1;;;;;3;;;3;;1;;;;3;;;;;;1;;;;;;;;;;;;1;;;1;3;;2;;;;;;;;;;;;1;;;;;;;107
31759-4917;20120201;SUCESSO;1;1;;;13;;;;;;;2;;1;;;;;;;3;;;;;;;;;;;;2;;;;;;;;;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;6;1;;;1;;;;;;;;;1;;;1;;;;;;;15;;;;;;2;;;;;;;;;;;;;;;;2;;1;1;1;;;;;2;1;1;;;;;;;;;;;;;;;;1;1;1;;1;;;;1;3;1;2;;;;;;;;;;;;;;73
31760-4434;20120102;insucesso;;;;;22;2;;2;;3;;3;2;1;1;;;;;;5;;;3;2;;;2;2;2;;2;;2;;;;;;;;3;;;;;;;;;;;;;3;1;;4;2;;;1;;;;;;;;;;;1;;6;2;1;1;2;1;;;;;;;;;;;;;2;;;;;10;;1;;;;4;;;2;;;;;;;;2;2;;;;6;;;6;1;4;2;1;;8;1;;;1;1;4;1;;2;1;;1;1;;;1;;;;;;4;;;1;;;;;;;3;2;1;;3;;;;1;;;164
31783-4433;20120102;SUCESSO;1;;1;1;29;2;;3;1;5;;3;;2;;1;1;;1;;8;;;2;2;;2;3;2;1;1;;;;;;;;;;;9;1;1;1;4;;1;;;;;;;7;;2;7;2;;;1;4;2;3;2;1;1;1;;;;1;;8;;;;7;;;4;3;2;1;1;;3;2;;1;;1;;;;;29;;;1;;;7;;;4;;;;;;2;1;6;3;2;;;9;;1;6;2;4;1;1;1;10;4;2;;2;1;5;2;1;2;2;1;1;1;1;1;1;1;1;;;1;2;;;;;;;;;;30;15;9;4;3;;;;2;;;341
31784-4448;20120101;SUCESSO;1;1;;;22;2;;4;;;;1;;1;;;;;;;7;;;1;;;;2;1;;;;;3;1;1;;;;;;7;;;;2;;2;;;;;;2;;;;1;;;;;;;;;;;;;;;;;5;1;;;1;;;;;;;;;1;;;1;;2;;;;;27;1;;1;;;2;;;;;;;;;;;;;;;;4;;;4;;1;;;;17;1;;;;;3;;;1;;;;;;;;;1;1;1;;2;;2;;1;;;;1;1;1;;;;4;2;1;1;;;;154
31787-4434;20120102;SUCESSO;2;;1;;17;2;;;;7;;;;;;;;;;;3;1;;;;;;;;;;1;;;;;;;;;;7;;;;1;;;;;1;1;;;8;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;;;3;;;;;;;;;;5;3;1;1;3;1;;;1;3;3;97
31801-4603;20120102;SUCESSO;3;3;2;1;20;;;3;;2;;2;;2;1;;;;;;4;1;1;;;;;2;2;2;1;1;1;;;;;1;1;;;5;2;2;1;1;;1;;1;3;3;3;1;4;;1;7;3;1;1;1;3;1;2;1;1;1;;;;;;;5;;;;4;2;1;1;;;;;;1;1;;;;;;;;;20;1;1;1;;;4;;;;;;;;;;;;;;;;2;;;2;;2;2;1;;2;2;;;2;2;2;1;;2;1;;1;1;;;;;3;3;3;1;5;;;;;3;3;;2;2;4;2;1;;3;;2;2;1;;;213
31805-5489;20120202;insucesso;1;1;;;22;6;4;3;;;;1;;;;;;;;;11;;;6;6;4;2;2;;;;;;3;;;;1;1;;;4;;;;2;2;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;4;3;;1;;;;;;;;;;1;;;;;1;;;;;25;;1;3;2;;10;1;3;7;;5;4;3;3;;;3;2;1;1;;4;1;2;2;1;1;1;1;1;2;2;;;1;;1;1;;1;1;;1;1;1;1;;;1;1;1;;1;;;;;;;;;;10;4;;;4;;;;2;;;221
31805-6030;20130101;insucesso;1;1;;;22;2;;2;1;2;2;2;1;1;;;;1;;;8;;1;4;3;1;;3;2;1;;;1;2;;;;;;;;10;;;;3;;1;1;2;1;1;1;;6;;5;1;;;;;;;;;;;1;1;;;;;8;5;2;2;1;;;;;;;1;1;1;;;;;;;;;;17;2;1;7;4;;8;;5;7;;4;2;2;1;2;2;3;3;2;2;;6;2;1;5;;4;4;4;3;7;3;;;2;1;5;3;;5;3;;4;3;3;1;1;1;1;1;1;;;;;;;1;;;;;14;2;1;1;3;;;;3;;;292
31806-4114;20120101;insucesso;1;;1;1;26;2;1;2;1;2;;;;;;;;;;2;7;;;2;;;;;;;;;;1;;;3;1;1;;;8;1;1;1;2;;;;1;;;;3;2;2;;2;;;;;;;;;;;;;;;;1;3;;;;1;;;;;;;;;;;;;;2;3;1;2;;23;;1;;;;5;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;4;;3;;;2;;1;1;1;3;;;;4;;;;1;3;3;149
31806-5490;20120202;SUCESSO;1;1;;;18;2;;4;1;1;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;7;;;;3;;1;;;1;1;1;;1;;1;1;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;10;;;1;;1;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;;;;;;;;;;1;1;;;;;1;;1;1;;;;78
31810-4435;20120102;insucesso;1;1;;;9;;;3;;1;1;;;;;;;;;;1;;;1;1;1;;1;;;;;;2;;;;;;;;10;;;;;;1;;;1;1;1;;2;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;1;;1;;;1;1;;;;3;;;1;;;2;;1;1;;1;1;1;1;;;;;;;;2;;;1;;;;;;1;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;;;;;;10;;;;5;;;;;;;85
31810-4917;20120201;insucesso;1;;1;;5;1;;;;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;1;;;;;;1;;;;;4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;28
31810-6400;20130102;insucesso;1;;;;12;1;;;;4;2;;;;;;;;;;3;;;2;;;;;;;;;;2;;;1;;;;;3;;;;;;;;2;1;1;;;5;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;3;;;;;1;;62
31816-5384;20120202;SUCESSO;1;;1;;55;8;3;6;1;2;;7;1;3;1;1;;;2;7;17;1;2;8;3;1;1;2;2;1;1;;2;;;;;3;3;;;11;;;;2;;;;;;;;;6;;2;9;4;;;2;2;1;;;;;;;;;3;;21;7;2;3;9;3;;2;;;;;;2;1;;2;;;7;;;;40;3;2;9;;3;25;;6;16;5;7;3;2;;2;1;4;3;2;;;8;;;6;2;5;4;4;3;8;4;;;2;2;7;3;;5;2;;5;2;3;2;2;2;1;;;;;;;;;2;;2;5;4;15;3;;;10;1;3;2;1;7;7;524
31826-4603;20120102;SUCESSO;1;1;;;13;2;;1;;;;;;;;;;;;;6;;;2;1;;;1;1;;;;;;;;;;;;;2;;;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;1;;;;6;;;1;;;;;;1;;1;;;;;6;;;5;;2;1;;;18;1;1;;;;3;;;1;;;;;;;1;1;1;1;1;;;;;;;;;;;;;;;;1;1;;;;;;113
31830-4435;20120102;SUCESSO;2;;2;2;37;1;;10;1;1;;5;;2;;1;;;;;3;;;2;1;;;;;;;;;5;2;2;;;;;;14;2;2;2;2;;3;;;;;;;1;;;8;;;;;2;;;;;;2;1;;;;;13;2;;1;5;;;1;;;;1;;3;1;;2;;1;;;;;5;;;3;;;3;;3;2;2;;;;;;;;;;;;1;;;1;;1;1;1;;1;1;1;;;;1;1;1;1;1;1;1;1;;;;;2;1;;2;9;;;;8;;;;5;5;56;22;10;3;10;;2;2;6;3;3;331
31836-6401;20130102;insucesso;1;;1;1;52;7;1;11;4;3;1;17;1;14;1;4;;5;1;1;14;;;5;2;1;;1;1;1;;1;;3;3;;;;;;;19;;;;4;;1;2;1;;;;1;6;3;2;31;8;1;;1;7;;1;1;;;11;11;;2;;3;29;2;;;26;6;;5;1;1;;9;9;3;3;1;1;1;;4;1;3;2;30;3;3;1;;1;7;2;;2;;1;;;;;;;;;;;2;;;1;1;1;;;;6;1;;;1;1;1;;;;;;;;;;1;1;1;;;1;5;1;1;;;;;;5;5;;;;;5;;5;5;;2;1;485
31853-4603;20120102;insucesso;;;;;21;1;;;;1;;2;;;;;;;;;4;;;;;;;;;;;1;;1;;;;1;1;;;1;;;;1;1;;;;;;;5;1;;;1;1;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;3;;;;;19;1;;2;;;5;;1;2;;1;1;;;;;;;;;;2;;;;;;;;;7;1;1;;;;;;;;;;;;;;;;;;;;5;1;5;;;2;;;;;3;3;2;2;1;;;;1;;;122
31858-4434;20120102;SUCESSO;1;;;;30;1;;5;;;;6;;4;1;1;1;1;;1;8;;;2;2;1;;1;1;;;;1;1;;;;2;1;1;1;8;;;;;;1;;2;;;;1;;;;7;2;1;;;2;;2;2;;;1;1;;;;;14;2;1;;6;2;1;2;2;2;;1;1;1;;;2;;;2;;1;1;32;;;;;;7;;;3;;2;;;;1;1;1;1;;;;5;;;4;1;;;;;9;1;;;1;1;2;;;1;;;;;;;;;1;1;;;3;;1;;;3;3;2;;;;;;;3;1;;;;2;1;239
31863-4448;20120101;SUCESSO;4;;3;3;45;;;5;;;;3;;3;;1;1;1;;;11;;1;3;;;;1;1;1;1;;;1;;;;1;;1;1;13;2;2;1;3;;;;;;;;1;;;;10;1;;;1;4;;1;1;;;3;3;1;;;2;14;5;;2;7;1;;3;1;1;;2;2;1;;;1;;1;;;;;28;1;;4;;1;9;;3;1;1;1;1;1;;1;1;1;1;;;;4;;;4;;1;1;;;8;2;1;;1;1;2;2;1;2;2;1;;;;;;;4;1;;3;4;1;;;;;;;1;;3;;;;3;;1;;1;;;292
31872-4603;20120102;SUCESSO;1;;;;15;1;1;;;;;;;;;;;;;;11;;;3;2;2;;;;;;1;;;;;;;;;;1;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;3;;;2;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;2;;;;;;;;1;1;;;;;2;;1;1;;;;74
31888-4433;20120102;SUCESSO;2;2;;;23;1;;4;;2;;4;2;2;;;;1;;;5;;;2;;;;;;;;;4;2;;;;;;;;13;;;;1;;;;;;;;;5;;3;6;;;;;1;;;;;;1;1;;;1;1;6;2;1;;5;;;1;;;;1;1;1;1;;;;;1;;1;;10;1;;1;;1;4;;1;1;1;1;1;1;;1;1;1;1;;;;2;;;2;;;;;;3;;;;;;1;;;;;;;;;;2;1;2;2;2;;4;3;;;;4;3;3;;;7;4;1;;2;;;;2;;;187
31952-5490;20120202;SUCESSO;1;1;;;14;1;;1;;;;;;;;;;;;;5;;;2;2;1;;2;2;1;1;;;;;;;;;;;2;;;;;;;;;1;1;1;;;;;4;1;;;1;1;;1;1;1;1;;;;;;1;2;;;;2;;;1;1;1;1;;;;;;;;;;;;;25;;;;;;4;;;3;;1;1;;;;;;;;;;3;;;3;;1;1;1;1;13;1;;;1;1;3;1;;1;1;;1;1;1;;;;1;1;1;;1;;;1;;;;;;;;;;;;;;;;;;133
31986-4435;20120102;insucesso;;;;;18;2;1;2;;;;5;1;3;1;;;1;1;;4;;1;2;;;;1;1;1;;1;1;1;;;;1;1;;;3;;;;1;;1;;2;;;;;1;;1;7;1;;;1;;;;;;;3;3;;;;;11;2;2;;7;1;;;;;;3;3;1;;1;1;;;1;1;;;15;1;1;2;;;7;1;1;2;;;;;;;;;;;;1;2;;;1;1;1;1;1;;9;2;;;1;1;4;;;3;;;1;;;;1;1;;;;;1;1;;;1;1;1;;3;2;2;;;;5;;;;1;1;1;189
32015-4917;20120201;SUCESSO;1;1;;;21;1;1;2;;;;2;;1;;;;1;;;5;1;1;1;;;;;;;;;;;;;;1;1;;;4;;;;3;;1;;1;1;1;1;;;;;1;;;;;;;;;;;1;1;1;;;;3;1;1;;1;;;;;;;1;1;;;;;;;;;;;20;;1;1;;;4;;;;;;;;;;;1;1;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;99
