IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
36444-5490;20120202;SUCESSO;1;1;;;40;1;1;2;1;;;7;1;4;1;1;1;;;1;4;16;;6;3;3;;;;;;;1;2;2;1;;;;;;;;5;;;;2;;1;;1;1;1;1;;;;;12;7;3;2;2;2;1;1;1;;;;;;;;;16;4;1;2;12;7;3;2;1;1;;;;;3;3;;;;2;4;;3;2;40;;1;5;;4;13;;2;4;2;4;2;2;;1;1;3;2;2;;;6;;;4;;3;3;2;;5;2;1;;;;;4;2;1;3;2;2;1;;;1;1;1;1;1;;3;3;;;;2;;2;2;2;3;;;;3;;2;2;;2;;370
36510-5489;20120202;insucesso;;;;;11;2;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;1;1;;;1;;;;1;;;;;;;;;1;;1;3;1;;;1;;;;;;;;;;3;;;3;;;;3;1;;;;;;;;;;;1;;;;3;;3;2;12;2;;1;;1;6;;;3;;2;1;;;;;;;;;4;1;;;1;;1;;;;1;1;;;;;;1;1;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;86
36543-5384;20120202;SUCESSO;1;1;;;17;;;5;2;1;;2;;2;;;;;;;;2;;2;;;;;;;;;2;;;1;1;1;;1;1;2;2;8;;;;3;;1;;;;;;;2;;;8;;;;;2;;;;;;2;1;1;;;;9;;;;5;;;1;;;;1;1;1;;;;;;1;2;;;;4;;;2;;;3;;2;1;;;;;;;;;;;;;1;;;1;1;;;;;1;1;;;;;;;;;;;;;;;;;1;1;1;;3;;;1;;;;;1;1;;;;;1;;1;1;;;;124
36545-5384;20120202;insucesso;3;1;2;2;15;;;6;;;;1;;;;;;;;;;1;;;;;;1;1;1;1;;;;;;;;;;;;;9;1;1;1;;;4;;;1;1;1;;;;;2;;;;;1;;;;;;;;;;1;;3;;;;2;;;1;;;;;;;1;1;;;;;;;;;12;;;;;;2;;;2;;1;1;;;;;3;3;1;;;5;;2;3;;1;1;1;;9;1;;;1;1;;1;1;;1;1;1;1;;;;;3;1;1;2;2;1;;;;;;;;;;;;;;;;;;;;132
36589-6400;20130102;insucesso;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
36589-6895;20130201;insucesso;;;;;4;;;;;;;1;;;;;;;;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;1;;1;;;;;;;;1;1;3;;;;1;;;;;;;;;;2;1;;;;2;;;;;6;;;1;;;1;;1;1;;1;;;;;;;;;;;1;;;1;;1;1;;;2;1;;;;;;2;1;;1;;;;;;;;;;;;2;;2;1;1;;;;;;;;;;1;;;;;;;53
36615-6895;20130201;insucesso;;;;;19;2;1;2;;;;4;1;;;;;;;;;7;1;4;1;1;1;;;;;;;;;;;;;;;;;4;;;;1;;;;2;;;;;;;;2;;;;;;;;;;;1;;;;;;7;2;;;2;;;;;;;1;;;1;;;1;;;;;;;14;;1;1;;1;6;1;;2;;2;1;1;;1;1;3;3;3;2;;4;;1;3;;3;2;1;1;3;3;2;1;;;1;3;3;2;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151
36637-5489;20120202;SUCESSO;1;;;;48;14;2;3;1;;;6;;4;;2;;;;2;;15;;4;1;1;;;5;5;4;2;;;;2;1;1;;2;2;;;6;;;;1;;;;;;;;;;;;11;;;;;6;;2;2;2;2;1;1;;;;1;15;2;;1;8;;;4;;;;1;1;;2;;;2;2;1;1;;1;1;71;2;1;3;;2;19;;2;6;1;4;2;2;;1;;2;;;;;10;;1;7;1;6;3;2;1;11;3;1;;2;2;;8;2;1;3;1;2;1;1;;3;;1;1;;;3;1;;1;;;;;3;3;;;;;6;1;3;3;;;;421
36672-5489;20120202;insucesso;;;;;5;1;;;;;;1;;;;;;;;;;2;;1;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;1;;;;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;2;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;2;;1;;;;;;;;;;;;;;27
36694-5489;20120202;insucesso;;;;;5;;;;;;;;;;;;;;;;;3;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;2;;;;1;;;;;;;;;;1;;;1;1;;;;;;5;;;2;;1;5;;1;2;;1;;;;;;;;;;;1;;;1;;1;1;1;1;1;1;1;1;;;;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;56
36699-4917;20120201;insucesso;;;;;13;;;;;;;2;;;;;;;;;;5;;3;;;;;;;;;1;1;;;;;2;1;1;;;1;;;;;;;;;;;;1;1;;;4;;;;;3;;2;1;;;;;;;;;9;;;;4;;;3;2;1;;;;;;;;2;1;;2;;2;2;16;1;;2;;1;6;;1;3;;1;1;;;;;;;;;;4;;;3;;1;1;1;1;3;;;;;;;1;;;1;;1;;1;1;2;1;;;;;1;;1;;;2;;1;;;;;;;5;2;;;;3;3;142
36758-5799;20130101;SUCESSO;1;;1;1;8;1;;;;;;;;;;;;;;;;3;;1;1;1;;;;;;;;;;;;;;;;;;3;1;1;1;1;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;;10;;1;;;;7;;;5;;3;3;3;;;;;;;;;2;;1;1;1;;;;;2;1;;;;;;2;;;;;;;;;;;1;;;1;;;;;;;;;2;2;;;;;2;;2;2;;;;84
36787-6401;20130102;SUCESSO;1;;1;1;26;1;;6;2;;;3;;3;;3;1;;;;;10;;2;;;;;;;;;;;;1;1;1;;;;;;9;1;1;1;3;;1;;;;;;;;;;14;1;;;;9;;4;3;3;2;1;1;;;1;1;7;;;;6;;;5;2;1;1;1;1;;;;;;;;;;;;21;;1;2;;2;5;;2;;;;;;;;;1;1;;;;3;;1;2;;1;;;;2;1;1;;;;;1;1;1;;;;;;;;;1;;;1;4;3;;1;1;1;1;;4;4;;;;;5;;4;4;;;;226
36914-5490;20120202;insucesso;;;;;23;;;;;;;4;1;3;;;;;;;;7;;2;;;;;2;2;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;10;2;1;;1;;;;;;;2;2;;;2;;10;1;1;;8;;;;;;;1;1;;;;;;;1;;;;;36;;;2;;1;17;;2;5;;3;2;2;2;1;1;1;1;;;;4;1;;4;;;;;;4;;;;;;;;;;;;;;;;;;;;;;2;;;1;1;2;1;2;2;2;;;;;4;2;2;2;;;;202
36992-5384;20120202;SUCESSO;1;1;;;28;;;1;;;;5;1;3;;1;1;1;1;1;;10;;4;1;;;1;;;;;;;;1;1;1;;2;2;1;1;9;;;;1;;;;2;1;1;1;;1;;1;12;1;;;;2;;2;1;1;1;4;2;1;;;;15;2;1;2;9;1;;2;2;1;1;2;2;1;2;2;;;;;1;;1;;29;;2;1;;1;11;;;3;;1;;;;;;1;1;1;;;5;;;5;;2;1;;;17;1;1;;;;;2;1;1;1;1;;;;;;;1;1;1;;;;;;;;;;1;1;;;;;1;;1;1;;;;258
37121-6401;20130102;SUCESSO;3;1;2;2;91;2;;10;1;;;31;3;28;13;3;3;;;;;13;;7;;;;;3;2;;;4;;;2;;;;;;2;2;17;;;;4;;5;;;;;;3;;;;39;15;7;6;1;6;;5;;;;;;;;;1;39;5;;1;33;13;6;5;5;;;;;;;;;;;1;1;;1;;29;;2;;;;12;;;4;;1;1;1;;1;1;2;1;1;;;13;;;7;;3;3;;;25;2;;;1;;;9;1;;4;1;1;1;1;;2;1;3;1;1;2;10;2;2;2;;;;;;;19;13;3;;3;2;;;1;;;642
37574-5489;20120202;insucesso;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
37609-5489;20120202;SUCESSO;1;;;;20;1;1;2;;;;3;;1;;;;;;2;;8;;3;1;1;;1;1;;;;;;;;;;;1;1;2;1;2;;;;;;;;1;1;1;;;;;;4;2;1;;;;;;;;;;;;;;;5;;;;3;1;;;;;;;;;2;1;;;;;;;;;10;;;1;;1;5;;1;3;;3;3;2;;2;2;3;3;;;;6;;;4;;;;;;7;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;;;1;;;;1;;;136
37663-5490;20120202;insucesso;;;;;3;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
38021-5489;20120202;SUCESSO;1;;1;1;13;4;2;1;;1;;2;;;;;;;;;;5;;2;;;;;1;1;;;;;;1;;;;;;;;4;;;;;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;2;;;;;15;1;;2;;;3;;;1;;;;;;;;1;1;;;;4;;;3;;;;;;11;2;;;1;1;;3;2;;;;;;;;1;1;1;;;1;3;1;2;;;1;;;;;;;;;1;1;;;;;;113
38165-5384;20120202;insucesso;;;;;5;2;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;1;;1;1;;;;;1;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;1;1;;;;;;25
38975-5384;20120202;SUCESSO;1;;1;1;33;1;;1;;1;;1;;1;;;;;;;;8;;2;;;;;;;;;;;;3;;;;;;;;6;1;1;1;1;;;;1;;;;;1;;;1;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;30;;;;;;10;;;5;;2;2;;;1;1;1;1;1;;;3;;;3;;3;2;;;6;1;1;;;;;6;1;1;4;1;2;1;1;;;;1;;;1;;;;;;1;;1;;;2;;;;6;1;;;1;;;173
38994-5384;20120202;insucesso;1;;1;;22;2;;2;;;;7;2;2;1;1;;;;1;;6;1;1;;;;;;;;;1;;;2;;;;1;1;1;1;4;;;;;;1;1;;;;;2;1;;1;5;1;1;;;1;;1;;;;3;1;;1;;2;10;6;1;4;5;1;;1;1;;;2;;;2;1;3;;;2;3;2;2;;8;;;1;1;1;2;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;5;1;2;;;1;;;;;22;13;6;3;3;1;;;2;1;;206
39056-6401;20130102;insucesso;1;;1;1;32;4;;5;1;4;1;1;;1;1;;;;;;1;10;1;3;1;;;1;;;;;1;;;;;;;;;;;11;1;1;1;5;;1;3;;;;;;7;4;3;6;3;;;1;;;;;;;3;2;;;;;6;1;;1;6;3;;;;;;2;1;;;;;;;;1;;;;25;;1;2;;2;6;;1;3;;2;1;;;1;;2;1;1;1;2;5;2;1;2;1;2;1;1;;5;1;;;;;;4;;;2;;2;;1;1;3;2;1;;;1;2;1;;;;;;;1;1;;;;;1;1;1;1;;;;242
39065-5384;20120202;insucesso;1;;1;1;8;1;1;2;;1;;1;;1;;1;;;;;;2;;1;1;;;;;;;;;;;;;;;;;;;5;1;1;1;1;;3;1;;;;;1;2;;1;3;;;;;2;;1;1;;;;;;2;;1;4;;;;2;;;2;1;1;;;;;;;;1;;1;2;1;;;8;1;1;1;;1;3;;1;3;;2;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;2;1;1;1;;1;1;;;;1;1;;;3;;;;1;;;104
39095-5384;20120202;insucesso;1;;1;;34;1;;6;4;;;4;;3;2;;;2;;;;11;1;1;;;;;1;1;;;;;;;;;;;;;;9;1;1;;5;1;;;;;;;;;;;4;3;2;;1;1;;1;;;;3;2;;;;;7;3;;;4;2;;1;1;;;3;2;;;;;;;;;;;;16;;;2;;2;5;;1;2;;1;1;;;2;1;4;3;1;;;6;1;;5;1;2;;;;7;3;2;;;;;2;1;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;204
39095-6400;20130102;insucesso;1;;1;1;28;5;1;2;1;;;7;2;4;;;;;;;;9;;5;;;;;;;;;;;;1;1;;;;;;;3;1;1;1;1;1;1;;;;;;;;;;9;1;;;;;;;;;;;;;;;1;14;4;;2;8;;;;;;;;;;;;;;;;;;;;20;;1;2;1;;8;;2;1;;;;;;;;;;;;;1;;;1;;;;;;4;;;;;;;1;;;;;;;;;;;1;;;1;1;;;1;;;;;1;1;;;;;1;;1;1;;;;168
39383-6401;20130102;SUCESSO;1;1;;;25;1;1;3;;;;3;;2;;2;1;;;;;9;1;2;2;;;1;;;;;;;;2;1;1;;;;1;1;10;;;;;;;;1;1;1;1;;;;;31;;;;;26;;23;18;14;9;4;2;;;;;14;1;;;11;;;10;8;6;3;1;;;1;;;1;1;;1;;;;28;;1;3;;2;7;;;3;;;;;;;;2;1;1;;;6;;;5;;3;2;1;1;7;2;1;;;;;3;1;;2;;1;;1;;;;1;1;1;;;;;;;;;;3;3;;;;;7;;3;3;;;;366
39429-6400;20130102;insucesso;1;;1;1;25;1;;4;;2;;7;;3;;;;2;;3;;9;;2;1;1;1;;;;;;;;;;;;;1;1;;;7;;;;;;2;;4;;;;;3;;;23;1;;;;10;;7;3;;;2;2;;;;;14;;;;9;;;6;4;3;;2;2;;3;1;1;3;2;;2;1;1;1;25;2;2;2;;2;13;;2;4;;3;2;2;1;1;;2;1;1;;;4;;1;3;;3;;;;6;2;1;;;;;5;2;1;;;;;;;;;1;;;1;;;;;;1;;1;;;;;;;1;;;;;;;283
39460-6401;20130102;SUCESSO;1;;1;1;9;;;3;;;;;;;;;;;;;;4;1;;;;;;;;;;;;;;;;;;;;;5;;;;;;1;;;;;;;;;;2;;;;;;;;;;;2;1;1;;;;3;;;;2;;;;;;;2;1;1;;;;1;;;;;;;10;;1;1;;;3;;;1;;;;;;1;;2;;;;;4;;2;2;;1;1;;;3;1;1;;;;;2;1;1;2;1;1;1;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;88
39676-6030;20130101;SUCESSO;1;1;;;51;1;;7;2;2;;18;;9;3;2;;;;1;;7;;5;2;1;;2;1;1;;;1;;;2;2;2;;3;2;10;9;10;;;;2;;1;;;;;;1;3;;1;29;8;3;2;1;11;3;5;1;;;6;2;;;;2;33;5;;1;20;3;;6;2;;;;;;4;2;;3;2;2;3;;2;1;32;1;1;7;;4;14;;4;6;3;1;1;;;3;2;7;6;4;;;13;;2;8;1;4;1;1;1;15;4;2;;;;;7;3;2;4;2;4;2;2;;5;4;1;1;1;;9;1;;3;;;;;8;6;2;;;;13;1;6;5;1;3;;572
39719-6401;20130102;SUCESSO;1;1;;;40;;;11;2;;;2;;1;;1;1;;;;;8;1;2;1;1;;1;2;1;;;;;;2;1;1;;;;;;19;;;;6;;1;;;;;;;;;;7;1;;;1;2;;2;2;2;2;;;;;;3;6;;;;4;1;;2;2;2;2;;;;;;;;;1;;;;;18;1;1;2;;1;3;;;1;;1;1;1;;1;;3;;;;;6;;1;3;;;;;;12;1;1;;;;;1;1;1;1;1;1;1;;;;;1;1;1;;5;1;;;1;;;;5;5;19;3;2;2;6;;5;5;1;3;;280
39722-6401;20130102;insucesso;;;;;18;;;3;;;;1;;1;;1;;;;;;8;;6;4;4;1;1;2;1;1;;;;;;;;;;;;;4;;;;;;;;2;;;;;1;;1;3;;;;;2;;;;;;;;;;;;5;;;;3;;;2;;;;;;;;;;1;;;;;;;17;1;1;3;;1;12;1;3;8;;8;5;2;;2;2;6;5;5;5;;11;2;;8;;8;6;6;3;11;4;2;1;1;;1;11;4;2;8;4;7;4;3;3;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;275
39869-6400;20130102;insucesso;1;;1;;35;1;;;;2;;11;;8;1;3;;1;;1;;15;;5;;;;1;;;;;;;;;;;;2;2;;;3;1;1;;;;2;;1;;;;;2;1;;19;1;1;;;6;;2;;;;1;;;;2;;20;2;;1;13;1;;5;2;;;1;;;3;1;;;;3;;;;;38;;1;3;;1;14;;2;3;;;;;;;;2;2;2;1;1;5;;;5;;3;2;2;1;14;1;1;;;;;5;1;1;3;1;2;1;1;;;;1;;;;10;2;;1;1;;;;;;1;;;;1;;;;1;;;322
39904-6030;20130101;insucesso;1;1;;;66;7;;7;3;1;1;4;;1;;;;1;;;3;14;1;5;4;2;2;;;;;;6;9;;;;;2;;;;;9;;;;6;1;1;1;;1;1;1;;2;2;1;5;2;;;;1;;;;;;2;1;;;;;10;5;;2;3;;;;;;;2;1;;1;;;1;1;;6;3;3;1;24;3;;4;3;1;12;;2;10;;6;3;3;;3;3;3;3;2;2;3;4;1;;4;;3;3;2;2;4;3;1;1;;;;3;3;1;3;3;2;2;2;1;;;1;1;1;;18;9;;1;3;11;8;1;;;14;;;;5;3;;;1;5;3;440
39905-6400;20130102;insucesso;;;;;9;;;;;;;1;;1;;1;;;;;;5;;3;1;;;1;1;;;;;;;1;1;;;1;1;;;3;;;;;;;;1;;;;;;;;2;;;;;1;;1;;;;1;;;;;;2;;;;1;;;1;1;;;;;;;;;;;1;;;;;10;;;;;;4;;;2;;1;1;1;1;2;2;3;3;3;3;;4;;1;4;;3;3;2;1;4;1;1;1;;;1;3;1;1;3;;2;;1;1;1;1;;;;;1;;;1;;;;;1;1;;;;;1;;1;1;;;;125
39946-6401;20130102;SUCESSO;2;1;1;1;390;47;7;14;7;2;;85;18;59;21;;;23;17;3;;42;1;17;6;2;;1;6;5;5;3;6;19;9;4;1;;;8;7;9;9;18;1;1;1;10;;;;;1;1;1;5;4;;3;92;34;6;4;1;;;;;;;41;32;20;;;5;120;38;8;3;82;27;6;;;;;39;30;20;4;3;;1;1;2;6;;4;2;75;11;1;4;;2;29;;3;14;2;7;1;1;;4;4;5;4;3;;;16;;1;14;2;13;10;9;3;22;10;6;;;;;18;8;4;10;4;9;4;3;;3;3;2;1;1;1;20;8;5;;;20;4;10;3;3;18;3;;;7;1;3;3;;9;;1999
39948-6400;20130102;insucesso;;;;;7;1;1;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;6;;;;;;1;;;1;;;;;;;;;;;;;1;;;1;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28
39955-6401;20130102;SUCESSO;2;;2;2;75;3;;5;;;;36;1;19;;5;3;1;1;2;1;6;2;4;2;1;;;5;5;2;2;;;;3;3;3;;7;7;5;5;14;1;1;1;1;;;;;;;;3;;;;55;3;3;3;;23;3;13;7;4;2;9;7;;;2;11;66;2;1;;40;;;15;8;3;2;1;1;;8;5;;2;;6;1;;1;1;28;1;2;6;;5;13;;1;5;;3;2;;;2;1;2;1;1;;;13;;;12;;8;5;4;1;27;3;2;;1;1;;12;3;2;6;3;5;2;2;;1;1;2;;;2;18;;3;7;;;;;5;3;;;;;5;;4;3;;;;788
39977-6401;20130102;insucesso;1;1;;;46;;;5;1;1;;7;1;4;1;2;;;;1;;15;2;8;3;2;2;;;;;;;1;;1;;;;;;2;2;14;;;;2;2;;;1;;;;;2;;;30;7;1;;1;15;;7;4;;;;;;;;1;23;4;1;3;15;1;;9;3;2;;;;;3;2;;5;2;1;;;;;41;;2;8;2;5;16;2;3;7;;4;4;2;2;;;2;2;1;1;1;6;;1;5;;4;3;2;1;5;2;1;;;;1;4;2;1;3;2;2;1;1;1;1;1;1;1;1;;4;;;1;1;4;2;3;1;1;;;;;2;;1;1;;;;449
39980-6400;20130102;SUCESSO;1;;1;1;28;;;1;;;;3;1;2;;1;;1;1;;1;9;;3;1;1;;;4;2;;;;;;1;1;1;;1;1;;;3;;;;;;;;;;;;;1;;;2;;;;;1;;;;;;1;1;;;;;4;2;2;;2;;;1;;;;1;1;;1;;;;;;1;;1;;19;;1;;;;6;;;1;;1;;;;1;;2;;;;;11;;;7;1;2;;;;28;2;;;;;;4;;;1;;1;;1;;2;1;1;;;1;;;;;;;;;2;2;;;;;2;;2;2;;1;;197
40010-6400;20130102;SUCESSO;2;;2;2;125;6;;11;2;;;38;;26;3;6;3;1;;1;;24;2;11;6;3;;3;5;4;4;2;;3;3;4;1;;;5;5;16;16;12;1;1;1;4;;3;;2;;;;;;;;61;11;4;2;2;17;2;9;4;3;;2;;;;;7;55;1;;1;35;5;2;10;5;2;1;1;;;1;1;;5;;2;;;;;46;2;;6;;3;17;;2;10;1;5;4;3;;3;3;6;5;2;;;15;;;12;;8;5;4;1;29;5;3;;1;1;;11;4;2;5;4;4;4;1;;1;1;2;;;2;19;9;;3;1;3;3;3;2;1;30;15;6;4;6;;2;1;3;;;974
40061-6400;20130102;insucesso;1;1;;;42;2;1;1;;;;4;;3;;1;;;;;;13;1;2;;;;1;3;1;1;;;;;1;;;;;;;;3;;;;;;;;;1;1;1;;1;;;18;1;;;1;8;;4;1;;;2;1;;;1;;14;;;;10;;;2;1;1;;1;;;;;;2;;;;;;;33;2;1;2;;2;8;;1;2;;;;;;;;4;2;1;1;;11;2;1;6;;3;3;2;1;11;2;;;2;1;1;5;2;;4;2;2;1;1;;2;1;1;1;1;;;;;;;;;;1;1;;;;;2;;;;;;;286
40066-6401;20130102;insucesso;;;;;11;;;1;;;;;;;;;;;;;;3;;1;;;;;;;;;;;;1;1;;;;;;;4;;;;;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;1;1;;;;;;14;;1;1;;1;7;1;;1;;1;;;;3;;4;;;;;6;;1;2;;2;1;1;;4;;;;;;1;3;;;1;;1;;;;;;;;;;1;;;1;;;;;2;1;3;;;;2;;2;1;;;;101
40067-6400;20130102;insucesso;;;;;15;;;;;;;1;;1;;1;;;;;;5;;1;;;;;1;1;;;;;;2;;;;1;1;;;1;;;;;;;;1;;;;;;;;3;2;1;;1;1;;;;;;;;;;;;5;3;1;;3;1;;1;;;;;;;;;;1;1;;;;;;15;;1;2;1;1;4;1;1;1;;;;;;;;;;;;;3;;;3;;2;;;;12;;;;;;;9;;;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;121
40086-6401;20130102;insucesso;1;;1;1;33;2;1;2;;1;1;7;;4;;;;;;;;8;;1;;;;1;1;1;;;;;;1;1;;;;;;;6;1;1;1;;;;;1;;;;;2;;2;24;1;1;;;12;;8;3;;;2;1;;;1;;19;;;;11;;;5;3;1;;;;;1;1;;1;;1;;;;;24;;;2;;1;6;;1;2;;;;;;;;2;;;;;5;;;3;;;;;;7;1;;;;;;1;1;;;;;;;;1;;1;;;1;1;;;;;;;;4;4;;;;;3;;3;3;;;;255
40086-6590;20130201;SUCESSO;1;1;;;19;;;1;;;;4;;2;;2;1;;;1;;;;;;;;;;;;;;;;5;1;1;;1;1;;;2;;;;;;;;;1;1;1;;;;;12;2;1;;;9;1;3;1;1;1;;;;;1;1;10;;;;8;;;7;2;1;1;;;;2;1;;;;;;;;;9;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;1;;;1;;;;;2;2;12;1;;;12;5;1;1;;;;165
40093-6590;20130201;SUCESSO;1;;1;;32;2;1;1;;;;1;;1;;;;1;;;;11;;4;1;;;;3;3;1;1;;;;1;1;1;;;;;;3;1;1;;;;;;;;;;;;;;5;4;;;;;;;;;;3;2;1;;;;7;2;;1;5;4;;;;;;3;2;1;;;;;;;;;;;32;;;4;;3;10;;1;2;;1;1;1;;;;1;;;;;5;;1;3;2;1;1;1;;6;3;2;;1;1;;1;;;1;;1;;;;;;1;;;;;;;;;;;;1;1;;;;;1;;1;1;;;;205
40101-6401;20130102;insucesso;1;;1;1;33;2;;3;;2;1;10;;6;;3;;;;1;;7;;3;1;1;;;2;2;;;;1;;1;;;;;;;;5;1;1;1;1;;;;;;;;;2;;1;20;4;1;;1;12;;2;2;;;;;;;2;;18;;;;13;1;;6;;;;;;;1;;;1;;;;;;;26;;;4;;3;10;;1;2;;1;;;;2;2;3;3;1;1;2;7;;1;6;1;3;2;1;;14;3;;;2;2;1;7;3;;3;2;2;;1;1;1;1;1;;;1;1;;;;1;2;1;2;1;1;6;;;;2;;;;1;;;323
40101-6590;20130201;SUCESSO;1;1;;;61;3;2;4;;;;21;;15;2;3;2;;;4;;11;1;1;;;;1;;;;;;10;7;1;;;;;;2;2;8;;;;1;;;;1;1;1;1;;;;;32;5;1;;2;7;1;4;2;;;3;2;;;2;1;34;;;;24;2;;6;3;1;;1;1;;6;2;;2;1;;;;;;20;;;3;;1;3;;1;1;1;;;;;;;1;1;;;;2;;;2;1;1;;;;5;1;;;;;;2;;;;;;;;;;;1;1;1;;11;1;;1;1;12;9;10;1;1;23;9;4;1;3;;1;1;2;;;453
